Format Version,1.23,Take Name,Take 2024-01-26 09.46.31 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-01-26 09.46.31.979 上午,Capture Start Frame,446671,Total Frames in Take,334,Total Exported Frames,334,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,shoulder,shoulder,shoulder,shoulder,shoulder,shoulder,shoulder,shoulder:Marker1,shoulder:Marker1,shoulder:Marker1,shoulder:Marker2,shoulder:Marker2,shoulder:Marker2,shoulder:Marker3,shoulder:Marker3,shoulder:Marker3,shoulder:Marker4,shoulder:Marker4,shoulder:Marker4,elbow,elbow,elbow,elbow,elbow,elbow,elbow,elbow:Marker1,elbow:Marker1,elbow:Marker1,elbow:Marker2,elbow:Marker2,elbow:Marker2,elbow:Marker3,elbow:Marker3,elbow:Marker3,elbow:Marker4,elbow:Marker4,elbow:Marker4,wrist,wrist,wrist,wrist,wrist,wrist,wrist,wrist:Marker1,wrist:Marker1,wrist:Marker1,wrist:Marker2,wrist:Marker2,wrist:Marker2,wrist:Marker3,wrist:Marker3,wrist:Marker3,wrist:Marker4,wrist:Marker4,wrist:Marker4,elbow:Marker1,elbow:Marker1,elbow:Marker1,elbow:Marker2,elbow:Marker2,elbow:Marker2,elbow:Marker3,elbow:Marker3,elbow:Marker3,elbow:Marker4,elbow:Marker4,elbow:Marker4,shoulder:Marker1,shoulder:Marker1,shoulder:Marker1,shoulder:Marker2,shoulder:Marker2,shoulder:Marker2,shoulder:Marker3,shoulder:Marker3,shoulder:Marker3,shoulder:Marker4,shoulder:Marker4,shoulder:Marker4,wrist:Marker1,wrist:Marker1,wrist:Marker1,wrist:Marker2,wrist:Marker2,wrist:Marker2,wrist:Marker3,wrist:Marker3,wrist:Marker3,wrist:Marker4,wrist:Marker4,wrist:Marker4
,ID,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,8C4F23DFBBEC11EE20BCEA1B09BCC2A4,"BA708766BBEC11EE20BCEA1B09BCC2A4","BA708766BBEC11EE20BCEA1B09BCC2A4","BA708766BBEC11EE20BCEA1B09BCC2A4","BA708767BBEC11EE20BCEA1B09BCC2A4","BA708767BBEC11EE20BCEA1B09BCC2A4","BA708767BBEC11EE20BCEA1B09BCC2A4","BA708768BBEC11EE20BCEA1B09BCC2A4","BA708768BBEC11EE20BCEA1B09BCC2A4","BA708768BBEC11EE20BCEA1B09BCC2A4","BA708765BBEC11EE20BCEA1B09BCC2A4","BA708765BBEC11EE20BCEA1B09BCC2A4","BA708765BBEC11EE20BCEA1B09BCC2A4","BA70875EBBEC11EE20BCEA1B09BCC2A4","BA70875EBBEC11EE20BCEA1B09BCC2A4","BA70875EBBEC11EE20BCEA1B09BCC2A4","BA70875FBBEC11EE20BCEA1B09BCC2A4","BA70875FBBEC11EE20BCEA1B09BCC2A4","BA70875FBBEC11EE20BCEA1B09BCC2A4","BA708760BBEC11EE20BCEA1B09BCC2A4","BA708760BBEC11EE20BCEA1B09BCC2A4","BA708760BBEC11EE20BCEA1B09BCC2A4","BA708764BBEC11EE20BCEA1B09BCC2A4","BA708764BBEC11EE20BCEA1B09BCC2A4","BA708764BBEC11EE20BCEA1B09BCC2A4","BA708763BBEC11EE20BCEA1B09BCC2A4","BA708763BBEC11EE20BCEA1B09BCC2A4","BA708763BBEC11EE20BCEA1B09BCC2A4","BA708761BBEC11EE20BCEA1B09BCC2A4","BA708761BBEC11EE20BCEA1B09BCC2A4","BA708761BBEC11EE20BCEA1B09BCC2A4","BA708762BBEC11EE20BCEA1B09BCC2A4","BA708762BBEC11EE20BCEA1B09BCC2A4","BA708762BBEC11EE20BCEA1B09BCC2A4","BA708769BBEC11EE20BCEA1B09BCC2A4","BA708769BBEC11EE20BCEA1B09BCC2A4","BA708769BBEC11EE20BCEA1B09BCC2A4"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.956033,-0.195807,0.042324,0.214172,-78.993851,152.636429,7.185884,-72.568871,150.790588,3.744533,-73.212234,154.923172,11.719056,-85.049179,153.955093,9.613098,-85.145119,150.876892,3.666845,0.427047,-0.026305,-0.397448,0.811772,-84.134308,122.507393,-0.098510,-86.485382,127.537666,4.679236,-90.426903,122.737350,2.069905,-82.827972,116.795135,-5.114178,-76.796967,122.959427,-2.029018,-0.602254,-0.139973,0.351738,0.702836,-105.641388,113.953926,0.882897,-108.334496,111.738228,0.922664,-103.853462,116.566444,0.356161,-102.635384,111.013565,1.123792,-107.742203,116.497482,1.128973,-86.451286,127.550522,4.684398,-90.463951,122.694054,2.039401,-82.833336,116.839752,-5.076101,-76.800095,122.955994,-2.031135,-72.567986,150.769333,3.727243,-73.247704,154.987427,11.771758,-85.001358,153.954605,9.720174,-85.156448,150.874634,3.591868,-108.277603,111.836288,0.918757,-103.867554,116.555695,0.351601,-102.619827,110.969910,1.130483,-107.777596,116.472137,1.132219
1,0.008000,0.956168,-0.195928,0.041578,0.213605,-78.991776,152.646835,7.207449,-72.571640,150.803070,3.755956,-73.203857,154.924438,11.737180,-85.043686,153.964706,9.643616,-85.147926,150.895157,3.693042,0.427623,-0.026083,-0.397444,0.811478,-84.136459,122.520462,-0.095451,-86.488060,127.544235,4.688863,-90.429314,122.747505,2.072536,-82.829575,116.815018,-5.118739,-76.798889,122.975067,-2.024482,-0.602213,-0.138495,0.353999,0.702028,-105.641464,113.952080,0.888134,-108.329948,111.731186,0.946033,-103.861168,116.566742,0.346417,-102.628540,111.018280,1.122783,-107.746162,116.492119,1.137307,-86.455246,127.554558,4.689457,-90.465233,122.701035,2.042630,-82.833435,116.856071,-5.081866,-76.801872,122.968414,-2.030462,-72.570015,150.776825,3.739500,-73.248245,154.994751,11.780169,-85.002792,153.965240,9.727265,-85.161911,150.891556,3.607330,-108.280739,111.806084,0.951823,-103.867340,116.560814,0.349783,-102.617332,110.983170,1.119970,-107.790588,116.475891,1.131100
2,0.016000,0.956166,-0.195832,0.041156,0.213784,-78.991737,152.656052,7.225659,-72.574791,150.811584,3.768616,-73.199638,154.934418,11.749657,-85.041389,153.974457,9.667133,-85.151131,150.903793,3.717223,0.427779,-0.025571,-0.397655,0.811308,-84.139130,122.535309,-0.092815,-86.486366,127.555252,4.697669,-90.430069,122.760788,2.080896,-82.836861,116.833939,-5.121909,-76.803246,122.991264,-2.027933,-0.601778,-0.136872,0.356390,0.701510,-105.640411,113.951004,0.893674,-108.324341,111.725166,0.969928,-103.867981,116.568031,0.337731,-102.620735,111.023331,1.117608,-107.748558,116.487526,1.149434,-86.458328,127.559952,4.696726,-90.473404,122.722473,2.056736,-82.835144,116.871071,-5.087877,-76.804642,122.984566,-2.035836,-72.571716,150.785568,3.749549,-73.249443,155.000870,11.795633,-85.003349,153.975891,9.735828,-85.165718,150.900009,3.637140,-108.283508,111.774704,0.985065,-103.866661,116.565239,0.348169,-102.615295,110.996056,1.108668,-107.796524,116.479561,1.131163
3,0.025000,0.956196,-0.195951,0.040761,0.213616,-78.991295,152.667709,7.246750,-72.577255,150.822571,3.784671,-73.195442,154.941666,11.768162,-85.038887,153.987137,9.692763,-85.153595,150.919479,3.741398,0.428232,-0.025166,-0.397659,0.811080,-84.140503,122.548782,-0.092318,-86.487267,127.562294,4.705122,-90.430855,122.770393,2.083481,-82.838646,116.853951,-5.128922,-76.805260,123.008492,-2.028972,-0.601211,-0.135057,0.358930,0.701052,-105.638931,113.949844,0.900221,-108.318207,111.719170,0.996133,-103.874680,116.569183,0.329308,-102.612541,111.028168,1.111481,-107.750275,116.482903,1.163963,-86.461464,127.565933,4.704176,-90.475540,122.733810,2.060562,-82.836761,116.889717,-5.095731,-76.805023,123.001945,-2.037421,-72.574867,150.798035,3.767471,-73.251091,155.007339,11.811476,-85.004364,153.987411,9.747354,-85.170013,150.916779,3.655864,-108.286835,111.744652,1.019526,-103.867004,116.570023,0.346961,-102.612915,111.009048,1.097656,-107.796768,116.482483,1.131282
4,0.033000,0.956256,-0.196208,0.040481,0.213163,-78.993896,152.679947,7.261190,-72.581749,150.834824,3.795601,-73.195663,154.946091,11.783460,-85.040154,154.000183,9.710085,-85.158043,150.938690,3.755612,0.428322,-0.024769,-0.397520,0.811113,-84.141983,122.559631,-0.090912,-86.489540,127.569710,4.709733,-90.431473,122.776566,2.087849,-82.839027,116.867722,-5.130533,-76.807899,123.024536,-2.030714,-0.600975,-0.133866,0.360711,0.700569,-105.638351,113.949585,0.904088,-108.313927,111.715111,1.013851,-103.880188,116.570602,0.322238,-102.606842,111.032715,1.108312,-107.752396,116.479935,1.171952,-86.465500,127.572502,4.711482,-90.477142,122.742355,2.061728,-82.836159,116.902252,-5.095160,-76.807060,123.018280,-2.041233,-72.576942,150.807587,3.776658,-73.253197,155.015106,11.827770,-85.005882,153.997452,9.762836,-85.176346,150.941162,3.676413,-108.288612,111.724533,1.042221,-103.866867,116.574081,0.344997,-102.611504,111.018776,1.091064,-107.794907,116.485535,1.131112
5,0.041000,0.956272,-0.196519,0.040040,0.212887,-78.998222,152.692154,7.278478,-72.589569,150.844727,3.807663,-73.195549,154.950592,11.798903,-85.042000,154.015167,9.731993,-85.165802,150.958130,3.775348,0.428474,-0.024461,-0.397465,0.811069,-84.143654,122.570564,-0.089011,-86.491264,127.577339,4.715040,-90.432495,122.784294,2.091934,-82.840500,116.881729,-5.132054,-76.810364,123.038879,-2.030982,-0.601399,-0.132991,0.362110,0.699650,-105.637383,113.951324,0.905568,-108.309433,111.713264,1.027677,-103.884438,116.573311,0.312494,-102.601151,111.039436,1.110526,-107.754494,116.479317,1.171576,-86.467201,127.579750,4.717777,-90.478180,122.752037,2.065109,-82.836479,116.914413,-5.097142,-76.810249,123.032913,-2.041945,-72.578644,150.815567,3.787858,-73.257973,155.020508,11.842712,-85.007385,154.010269,9.778154,-85.198784,150.965393,3.692303,-108.288933,111.711777,1.056343,-103.867249,116.578972,0.343455,-102.609169,111.025284,1.087121,-107.792625,116.492531,1.125122
