Format Version,1.23,Take Name,Take 2024-01-26 08.52.50 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-01-26 08.52.51.323 上午,Capture Start Frame,60193,Total Frames in Take,321,Total Exported Frames,321,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,shoulder,shoulder,shoulder,shoulder,shoulder,shoulder,shoulder,shoulder:Marker1,shoulder:Marker1,shoulder:Marker1,shoulder:Marker2,shoulder:Marker2,shoulder:Marker2,shoulder:Marker3,shoulder:Marker3,shoulder:Marker3,shoulder:Marker4,shoulder:Marker4,shoulder:Marker4,elbow,elbow,elbow,elbow,elbow,elbow,elbow,elbow:Marker1,elbow:Marker1,elbow:Marker1,elbow:Marker2,elbow:Marker2,elbow:Marker2,elbow:Marker3,elbow:Marker3,elbow:Marker3,elbow:Marker4,elbow:Marker4,elbow:Marker4,wrist,wrist,wrist,wrist,wrist,wrist,wrist,wrist:Marker1,wrist:Marker1,wrist:Marker1,wrist:Marker2,wrist:Marker2,wrist:Marker2,wrist:Marker3,wrist:Marker3,wrist:Marker3,wrist:Marker4,wrist:Marker4,wrist:Marker4,elbow:Marker1,elbow:Marker1,elbow:Marker1,elbow:Marker2,elbow:Marker2,elbow:Marker2,elbow:Marker3,elbow:Marker3,elbow:Marker3,elbow:Marker4,elbow:Marker4,elbow:Marker4,shoulder:Marker1,shoulder:Marker1,shoulder:Marker1,shoulder:Marker2,shoulder:Marker2,shoulder:Marker2,shoulder:Marker3,shoulder:Marker3,shoulder:Marker3,shoulder:Marker4,shoulder:Marker4,shoulder:Marker4,wrist:Marker1,wrist:Marker1,wrist:Marker1,wrist:Marker2,wrist:Marker2,wrist:Marker2,wrist:Marker3,wrist:Marker3,wrist:Marker3,wrist:Marker4,wrist:Marker4,wrist:Marker4
,ID,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,6F078786BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,7CE43158BAA011EE20BCEA1B09BCBFA4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,D02C5AF9BBE311EE20BCEA1B09BCC2A4,"3AC7939CBBE511EE20BCEA1B09BCC2A4","3AC7939CBBE511EE20BCEA1B09BCC2A4","3AC7939CBBE511EE20BCEA1B09BCC2A4","3AC793A1BBE511EE20BCEA1B09BCC2A4","3AC793A1BBE511EE20BCEA1B09BCC2A4","3AC793A1BBE511EE20BCEA1B09BCC2A4","3AC7939DBBE511EE20BCEA1B09BCC2A4","3AC7939DBBE511EE20BCEA1B09BCC2A4","3AC7939DBBE511EE20BCEA1B09BCC2A4","3AC7939BBBE511EE20BCEA1B09BCC2A4","3AC7939BBBE511EE20BCEA1B09BCC2A4","3AC7939BBBE511EE20BCEA1B09BCC2A4","3AC7939EBBE511EE20BCEA1B09BCC2A4","3AC7939EBBE511EE20BCEA1B09BCC2A4","3AC7939EBBE511EE20BCEA1B09BCC2A4","3AC7939ABBE511EE20BCEA1B09BCC2A4","3AC7939ABBE511EE20BCEA1B09BCC2A4","3AC7939ABBE511EE20BCEA1B09BCC2A4","3AC79399BBE511EE20BCEA1B09BCC2A4","3AC79399BBE511EE20BCEA1B09BCC2A4","3AC79399BBE511EE20BCEA1B09BCC2A4","3AC79398BBE511EE20BCEA1B09BCC2A4","3AC79398BBE511EE20BCEA1B09BCC2A4","3AC79398BBE511EE20BCEA1B09BCC2A4","3AC793A3BBE511EE20BCEA1B09BCC2A4","3AC793A3BBE511EE20BCEA1B09BCC2A4","3AC793A3BBE511EE20BCEA1B09BCC2A4","3AC793A0BBE511EE20BCEA1B09BCC2A4","3AC793A0BBE511EE20BCEA1B09BCC2A4","3AC793A0BBE511EE20BCEA1B09BCC2A4","3AC793A2BBE511EE20BCEA1B09BCC2A4","3AC793A2BBE511EE20BCEA1B09BCC2A4","3AC793A2BBE511EE20BCEA1B09BCC2A4","3AC7939FBBE511EE20BCEA1B09BCC2A4","3AC7939FBBE511EE20BCEA1B09BCC2A4","3AC7939FBBE511EE20BCEA1B09BCC2A4"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.291594,-0.458062,0.240891,0.804440,-97.627571,154.356537,-22.082336,-97.965446,157.578873,-15.297588,-90.433846,154.822403,-19.391750,-98.110748,151.578735,-28.111235,-104.000237,153.446121,-25.528770,0.113360,0.268134,-0.725280,0.623877,-117.456757,131.350113,-18.266914,-112.681404,136.172241,-15.509889,-118.060860,133.905548,-12.146735,-123.077988,126.391792,-20.086309,-116.006790,128.930878,-25.324722,-0.356981,0.621253,-0.620709,0.318325,-123.350273,137.705917,-1.254258,-121.392776,139.039383,-3.681781,-124.475418,134.714340,-3.236388,-125.054695,136.806610,1.084690,-122.478226,140.263367,0.816436,-112.734474,136.114319,-15.465091,-117.950867,134.014252,-12.308521,-122.990524,126.410912,-20.069160,-116.022263,128.937607,-25.316620,-97.998634,157.590698,-15.298552,-90.436020,154.794083,-19.436409,-98.089417,151.623993,-28.040644,-103.982910,153.433411,-25.530401,-121.394455,139.043732,-3.679786,-124.480392,134.810028,-3.200828,-125.058998,136.808304,1.086406,-122.394768,140.098358,0.735859
1,0.008000,-0.291203,-0.458817,0.240956,0.804132,-97.619675,154.365250,-22.063667,-97.969559,157.582108,-15.276922,-90.429871,154.836639,-19.363585,-98.092270,151.591507,-28.095268,-103.987000,153.450745,-25.518888,0.112109,0.267859,-0.725151,0.624371,-117.439095,131.370972,-18.269444,-112.667679,136.205704,-15.527710,-118.039795,133.937759,-12.153685,-123.055077,126.400688,-20.072279,-115.993835,128.939758,-25.324100,-0.353253,0.628474,-0.618245,0.313060,-123.339165,137.706619,-1.257270,-121.382095,139.037048,-3.686807,-124.524651,134.753296,-3.261473,-125.037491,136.807495,1.086181,-122.412430,140.228653,0.833011,-112.742653,136.128494,-15.471341,-117.949257,134.016006,-12.304674,-122.987244,126.412758,-20.067955,-116.027046,128.951874,-25.301477,-97.993347,157.589767,-15.283516,-90.430847,154.794235,-19.423637,-98.072563,151.640884,-28.025192,-103.975334,153.438660,-25.519228,-121.394409,139.047424,-3.681209,-124.476387,134.813049,-3.202810,-125.056686,136.810684,1.084655,-122.392296,140.102249,0.734538
2,0.016000,-0.290742,-0.459034,0.240851,0.804206,-97.613182,154.369904,-22.052019,-97.964981,157.579941,-15.262153,-90.423859,154.841110,-19.350620,-98.084099,151.601929,-28.086407,-103.979782,153.456604,-25.508896,0.111853,0.267869,-0.725020,0.624565,-117.435982,131.376724,-18.267895,-112.666702,136.214996,-15.528708,-118.036667,133.944870,-12.152706,-123.049507,126.402641,-20.067934,-115.991058,128.944366,-25.322231,-0.352718,0.629264,-0.618016,0.312529,-123.337814,137.707352,-1.260961,-121.380028,139.037338,-3.690168,-124.529778,134.758560,-3.267991,-125.036156,136.808319,1.082515,-122.405289,140.225204,0.831790,-112.746155,136.136810,-15.471385,-117.944481,134.017868,-12.302821,-122.985336,126.415573,-20.064333,-116.024162,128.956268,-25.298046,-97.988251,157.587402,-15.267354,-90.424767,154.797043,-19.415314,-98.064598,151.648972,-28.017473,-103.968361,153.445297,-25.509802,-121.391090,139.051178,-3.681774,-124.476494,134.816956,-3.204574,-125.055000,136.813461,1.083197,-122.391258,140.104858,0.731455
3,0.025000,-0.290193,-0.459283,0.240700,0.804308,-97.605820,154.375427,-22.038994,-97.959641,157.577179,-15.245324,-90.417015,154.845947,-19.336100,-98.074974,151.614517,-28.076761,-103.971649,153.464005,-25.497791,0.111747,0.267882,-0.724928,0.624685,-117.430389,131.380768,-18.265951,-112.662575,136.220963,-15.527603,-118.031441,133.949249,-12.150938,-123.042336,126.404572,-20.065065,-115.985229,128.948303,-25.320196,-0.352893,0.629023,-0.618127,0.312595,-123.335564,137.712280,-1.262037,-121.378090,139.041824,-3.691721,-124.526146,134.761993,-3.267705,-125.033775,136.813721,1.081725,-122.404266,140.231552,0.829543,-112.742981,136.141068,-15.468136,-117.940201,134.021423,-12.301795,-122.982025,126.415504,-20.061102,-116.018295,128.961380,-25.295216,-97.981743,157.585022,-15.247561,-90.417679,154.800446,-19.405218,-98.056274,151.659973,-28.008228,-103.960480,153.452835,-25.500488,-121.390007,139.054352,-3.683393,-124.474022,134.821014,-3.206798,-125.053421,136.817490,1.082069,-122.388123,140.110443,0.726289
4,0.033000,-0.289764,-0.459469,0.240466,0.804426,-97.596291,154.378311,-22.028379,-97.951157,157.572815,-15.231353,-90.407845,154.846466,-19.324118,-98.064522,151.623795,-28.069136,-103.961632,153.470139,-25.488911,0.111727,0.267947,-0.724879,0.624717,-117.424980,131.384811,-18.262621,-112.657570,136.225388,-15.524242,-118.025864,133.952682,-12.147333,-123.036423,126.408028,-20.061707,-115.980080,128.953156,-25.317198,-0.352822,0.629046,-0.618095,0.312693,-123.334419,137.715561,-1.263594,-121.376564,139.045624,-3.692693,-124.524544,134.765594,-3.270010,-125.033012,136.816513,1.079708,-122.403572,140.234482,0.828610,-112.734749,136.146988,-15.465622,-117.936089,134.024597,-12.300608,-122.979332,126.416954,-20.056622,-116.012131,128.967575,-25.292170,-97.975502,157.581024,-15.231398,-90.398422,154.802399,-19.392134,-98.048111,151.667191,-28.001162,-103.951981,153.459412,-25.493410,-121.388496,139.057953,-3.684459,-124.472450,134.825577,-3.207918,-125.052795,136.819626,1.079566,-122.387001,140.114151,0.725306
5,0.041000,-0.289247,-0.459801,0.240280,0.804478,-97.588196,154.382294,-22.017878,-97.946518,157.568573,-15.217172,-90.400856,154.849670,-19.310562,-98.053398,151.634827,-28.062075,-103.952026,153.476059,-25.481701,0.111860,0.268145,-0.724787,0.624715,-117.421913,131.386124,-18.258698,-112.654831,136.225739,-15.518048,-118.022812,133.950867,-12.142098,-123.032990,126.409767,-20.060093,-115.977051,128.958145,-25.314545,-0.352700,0.629100,-0.618095,0.312722,-123.332146,137.718658,-1.264906,-121.373711,139.048813,-3.693492,-124.522423,134.769211,-3.271982,-125.031219,136.819504,1.077991,-122.401215,140.237091,0.827848,-112.727020,136.151047,-15.462915,-117.936882,134.021408,-12.291872,-122.977364,126.418076,-20.053850,-116.007317,128.972656,-25.291039,-97.969818,157.577576,-15.214959,-90.387688,154.803772,-19.380579,-98.038170,151.676590,-27.997471,-103.944099,153.464935,-25.487745,-121.385452,139.061325,-3.685621,-124.470673,134.828537,-3.209978,-125.050858,136.822983,1.077817,-122.385323,140.115906,0.725378
