Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0.083,0.739446,0.183115,0.613631,-0.207715,-120.137978,152.129471,-61.800312,-0.7432,-0.129221,-0.217998,0.619219,-120.690025,119.438637,-54.386162,-0.772182,-0.208422,-0.187787,0.570115,-120.074669,97.236237,-48.531361,0.229068,0.362021,0.603666,0.672351,155.006805,122.751488,36.745541,-0.420519,-0.592766,0.662765,0.180377,123.169197,111.913528,36.011566,0,0,0,1,0,0,0
0.091,0.739387,0.182944,0.613798,-0.207583,-120.138588,152.129822,-61.801189,-0.743021,-0.129152,-0.218125,0.619404,-120.691048,119.436073,-54.386044,-0.772148,-0.20845,-0.187927,0.570105,-120.07692,97.235237,-48.52943,0.229184,0.362068,0.603798,0.672168,154.990952,122.759773,36.742661,-0.420471,-0.592883,0.662783,0.180036,123.158943,111.911812,36.009518,0,0,0,1,0,0,0
0.1,0.739465,0.183065,0.613613,-0.207746,-120.132744,152.126892,-61.795425,-0.743327,-0.129392,-0.218324,0.618916,-120.689812,119.434143,-54.384636,-0.772078,-0.20863,-0.188072,0.570085,-120.079063,97.234932,-48.525478,0.229345,0.362099,0.603901,0.672003,154.974823,122.769485,36.740192,-0.420211,-0.592902,0.662929,0.180041,123.148178,111.909393,36.006058,0,0,0,1,0,0,0
0.108,0.739469,0.18303,0.613594,-0.207817,-120.127663,152.124512,-61.792053,-0.743187,-0.1293,-0.21844,0.619063,-120.689583,119.433235,-54.38274,-0.77208,-0.2087,-0.188098,0.570049,-120.082024,97.235039,-48.522724,0.229378,0.362357,0.603926,0.671831,154.962387,122.779449,36.736149,-0.420038,-0.592999,0.66299,0.179902,123.140739,111.906586,36.003056,0,0,0,1,0,0,0
0.116,0.739284,0.183132,0.613855,-0.207617,-120.127998,152.124649,-61.791855,-0.743217,-0.129259,-0.218425,0.61904,-120.689095,119.433006,-54.38026,-0.772178,-0.208825,-0.188104,0.569869,-120.083443,97.234505,-48.51862,0.229363,0.362302,0.603972,0.671825,154.950241,122.787407,36.732624,-0.419778,-0.593024,0.663108,0.179989,123.134651,111.903671,35.998734,0,0,0,1,0,0,0
0.125,0.739209,0.183275,0.613851,-0.207767,-120.122932,152.123383,-61.786217,-0.74308,-0.129272,-0.2185,0.619176,-120.688454,119.432236,-54.377186,-0.772328,-0.20874,-0.188324,0.569624,-120.082344,97.230354,-48.513302,0.229539,0.362379,0.603996,0.671701,154.936386,122.794617,36.72871,-0.419527,-0.593033,0.663246,0.180037,123.128036,111.899796,35.993706,0,0,0,1,0,0,0
0.133,0.739152,0.183355,0.613933,-0.207657,-120.120255,152.121414,-61.782562,-0.74302,-0.129322,-0.218602,0.619201,-120.689034,119.429871,-54.375912,-0.772306,-0.208733,-0.188508,0.569596,-120.085037,97.228035,-48.51194,0.229513,0.362719,0.604157,0.671382,154.920502,122.798553,36.721222,-0.419387,-0.593154,0.663224,0.180049,123.12326,111.896065,35.988926,0,0,0,1,0,0,0
0.141,0.739122,0.183318,0.614009,-0.207572,-120.116997,152.119476,-61.778831,-0.743083,-0.129393,-0.218749,0.619059,-120.689476,119.428505,-54.372818,-0.772292,-0.208724,-0.188666,0.569566,-120.08799,97.225342,-48.510048,0.229668,0.36288,0.604167,0.671232,154.908875,122.802559,36.716496,-0.419342,-0.59333,0.663112,0.179984,123.117889,111.892113,35.983929,0,0,0,1,0,0,0
0.15,0.739157,0.183205,0.613996,-0.207586,-120.112297,152.117844,-61.774242,-0.743119,-0.129474,-0.218902,0.618944,-120.689796,119.426498,-54.370338,-0.77224,-0.208651,-0.188968,0.569562,-120.091721,97.22245,-48.509674,0.229732,0.363013,0.604249,0.671065,154.896515,122.804955,36.710499,-0.419126,-0.593569,0.662786,0.180897,123.107544,111.883606,35.973949,0,0,0,1,0,0,0
0.158,0.739101,0.183349,0.61399,-0.207675,-120.108757,152.117188,-61.770351,-0.743079,-0.129564,-0.219084,0.61891,-120.69101,119.426117,-54.367573,-0.772185,-0.208944,-0.188878,0.569559,-120.095238,97.222939,-48.502987,0.229543,0.363234,0.604518,0.670768,154.880371,122.809875,36.704002,-0.418944,-0.593748,0.662717,0.180983,123.101021,111.876907,35.967381,0,0,0,1,0,0,0
0.166,0.739198,0.183434,0.613788,-0.20785,-120.109306,152.116898,-61.767368,-0.742955,-0.129642,-0.219289,0.618969,-120.689835,119.426308,-54.363323,-0.772147,-0.209133,-0.189126,0.569459,-120.098007,97.220276,-48.500553,0.229302,0.363273,0.604903,0.670482,154.866333,122.813622,36.699688,-0.418814,-0.593966,0.662603,0.180988,123.095062,111.869896,35.960918,0,0,0,1,0,0,0
0.175,0.739139,0.183541,0.613866,-0.207736,-120.108292,152.116241,-61.765118,-0.742973,-0.129761,-0.219474,0.618858,-120.690552,119.423767,-54.362442,-0.772156,-0.208898,-0.189394,0.569444,-120.10257,97.216125,-48.500568,0.229281,0.363398,0.604959,0.670371,154.853989,122.814964,36.693291,-0.418757,-0.594403,0.662307,0.180771,123.087479,111.858299,35.951698,0,0,0,1,0,0,0
0.183,0.739148,0.183449,0.613841,-0.207861,-120.103539,152.114349,-61.75967,-0.742923,-0.129802,-0.21961,0.618861,-120.691849,119.422462,-54.360401,-0.772069,-0.209082,-0.189614,0.569422,-120.107986,97.215744,-48.497749,0.229289,0.363032,0.605093,0.670445,154.845047,122.813652,36.693211,-0.418384,-0.594718,0.662249,0.180808,123.085403,111.84726,35.94529,0,0,0,1,0,0,0
0.191,0.739149,0.183571,0.613797,-0.207882,-120.101585,152.112885,-61.75618,-0.742973,-0.129948,-0.219793,0.618704,-120.690109,119.422318,-54.35524,-0.771541,-0.210024,-0.189768,0.569739,-120.107994,97.21196,-48.495136,0.229162,0.362947,0.605159,0.670476,154.837112,122.812294,36.688625,-0.418314,-0.595042,0.662023,0.180733,123.081146,111.83709,35.938015,0,0,0,1,0,0,0
0.2,0.739222,0.183525,0.61372,-0.20789,-120.098648,152.111084,-61.752121,-0.742878,-0.129888,-0.21988,0.618801,-120.691811,119.419098,-54.352951,-0.771312,-0.210363,-0.18988,0.569887,-120.112244,97.211845,-48.491459,0.228862,0.36296,0.605155,0.670574,154.826767,122.81321,36.682697,-0.418145,-0.595264,0.661947,0.180671,123.07795,111.826256,35.930828,0,0,0,1,0,0,0
0.208,0.739194,0.183566,0.613746,-0.207873,-120.095573,152.109772,-61.748116,-0.742769,-0.129975,-0.219965,0.618883,-120.692085,119.417526,-54.350616,-0.771279,-0.210458,-0.189971,0.569866,-120.114693,97.20858,-48.488724,0.2286,0.363,0.605182,0.670618,154.81871,122.812126,36.676704,-0.418216,-0.595632,0.661698,0.180205,123.07299,111.814774,35.922535,0,0,0,1,0,0,0
0.216,0.739145,0.183514,0.613849,-0.207788,-120.093727,152.109451,-61.745155,-0.742865,-0.130114,-0.220146,0.618674,-120.692123,119.416283,-54.343517,-0.771301,-0.210424,-0.190028,0.569829,-120.117393,97.205864,-48.484959,0.228557,0.363316,0.604836,0.670773,154.813797,122.806129,36.667675,-0.41807,-0.595732,0.661686,0.180256,123.06926,111.804787,35.915447,0,0,0,1,0,0,0
0.225,0.739161,0.183492,0.613822,-0.207831,-120.088997,152.106781,-61.739998,-0.742884,-0.130241,-0.220371,0.618545,-120.689644,119.415161,-54.336323,-0.771211,-0.210443,-0.190123,0.569913,-120.120636,97.205353,-48.482506,0.228155,0.362915,0.605136,0.670856,154.806564,122.80806,36.668095,-0.417943,-0.595834,0.661697,0.180174,123.065018,111.793503,35.907383,0,0,0,1,0,0,0
0.233,0.739131,0.183452,0.613902,-0.207737,-120.085892,152.105255,-61.736725,-0.742846,-0.130331,-0.220576,0.618498,-120.691231,119.412682,-54.335384,-0.771184,-0.210441,-0.190227,0.569916,-120.120712,97.203178,-48.479099,0.22869,0.362806,0.604464,0.671339,154.804062,122.791626,36.660419,-0.4179,-0.595907,0.661647,0.180218,123.060081,111.783112,35.89959,0,0,0,1,0,0,0
0.241,0.739146,0.183204,0.614053,-0.207454,-120.095894,152.097458,-61.739731,-0.742904,-0.130439,-0.220718,0.618355,-120.690285,119.409561,-54.334469,-0.771142,-0.210367,-0.190284,0.569981,-120.123077,97.20182,-48.476376,0.228615,0.36277,0.60433,0.671504,154.797577,122.786583,36.656029,-0.417658,-0.595763,0.661961,0.180102,123.054588,111.773216,35.891388,0,0,0,1,0,0,0
0.25,0.739267,0.183317,0.61392,-0.207319,-120.095123,152.095093,-61.736561,-0.74281,-0.130548,-0.220913,0.618375,-120.688568,119.410416,-54.327602,-0.771178,-0.210453,-0.190395,0.569863,-120.123413,97.200607,-48.470634,0.228362,0.362787,0.604295,0.671614,154.791306,122.781662,36.651333,-0.417622,-0.595876,0.661994,0.179688,123.048958,111.763741,35.884026,0,0,0,1,0,0,0
0.258,0.739336,0.183324,0.613898,-0.207133,-120.095131,152.093628,-61.732609,-0.742778,-0.130645,-0.221017,0.618356,-120.686897,119.40889,-54.323917,-0.770886,-0.210649,-0.190769,0.57006,-120.123589,97.198547,-48.463047,0.228127,0.362844,0.604259,0.671695,154.785675,122.778046,36.64859,-0.41757,-0.595955,0.662054,0.179322,123.04306,111.753288,35.876236,0,0,0,1,0,0,0
0.266,0.739289,0.183397,0.613934,-0.207127,-120.089699,152.092606,-61.727608,-0.742766,-0.130528,-0.221006,0.618399,-120.68541,119.408348,-54.320133,-0.77077,-0.210778,-0.190921,0.570119,-120.125618,97.197609,-48.459,0.227872,0.362895,0.604207,0.6718,154.77803,122.775017,36.644951,-0.417515,-0.59595,0.662165,0.179061,123.038544,111.743202,35.869026,0,0,0,1,0,0,0
0.275,0.739278,0.18358,0.613825,-0.20733,-120.083366,152.093857,-61.71891,-0.742722,-0.130507,-0.221171,0.618397,-120.682549,119.406532,-54.312889,-0.770677,-0.210958,-0.191119,0.570112,-120.126221,97.195694,-48.452965,0.227643,0.363025,0.604207,0.671808,154.771255,122.771942,36.642628,-0.417538,-0.596077,0.662108,0.178796,123.035469,111.732086,35.862465,0,0,0,1,0,0,0
0.283,0.739387,0.182956,0.614,-0.206972,-120.079468,152.097641,-61.711006,-0.742602,-0.130711,-0.221461,0.618395,-120.678886,119.406464,-54.302883,-0.770675,-0.210877,-0.191179,0.570125,-120.124687,97.194595,-48.446392,0.227611,0.363317,0.604311,0.671568,154.75975,122.770325,36.640118,-0.417635,-0.596191,0.662031,0.178472,123.032692,111.722778,35.857712,0,0,0,1,0,0,0
0.291,0.739357,0.182867,0.614229,-0.206482,-120.068336,152.094803,-61.703812,-0.74265,-0.130689,-0.221586,0.618297,-120.674988,119.406937,-54.295261,-0.770673,-0.210899,-0.191215,0.570106,-120.122925,97.195518,-48.440666,0.227412,0.363696,0.604392,0.671356,154.751831,122.770737,36.635681,-0.417694,-0.596223,0.661991,0.178379,123.029831,111.714218,35.852829,0,0,0,1,0,0,0
0.3,0.739393,0.182951,0.614185,-0.206408,-120.061852,152.095688,-61.695515,-0.742698,-0.130915,-0.221694,0.618153,-120.670029,119.407806,-54.285454,-0.770472,-0.21125,-0.19128,0.570227,-120.118698,97.195473,-48.431923,0.227525,0.363968,0.604387,0.671175,154.744629,122.770119,36.63295,-0.417679,-0.596285,0.661981,0.178242,123.026978,111.70504,35.849411,0,0,0,1,0,0,0
0.308,0.739445,0.183049,0.614128,-0.206306,-120.057892,152.095291,-61.689163,-0.742805,-0.130953,-0.221719,0.618007,-120.664146,119.409538,-54.276096,-0.770499,-0.211179,-0.191309,0.570207,-120.11573,97.196289,-48.424686,0.227652,0.36415,0.604458,0.670969,154.738174,122.770462,36.630539,-0.417726,-0.596331,0.66197,0.17802,123.023392,111.697945,35.847046,0,0,0,1,0,0,0
0.316,0.739672,0.182973,0.613885,-0.206279,-120.05352,152.095108,-61.682552,-0.742914,-0.130904,-0.221731,0.617882,-120.660057,119.408585,-54.269516,-0.770461,-0.211158,-0.191419,0.570228,-120.112518,97.197273,-48.417381,0.227721,0.364461,0.604607,0.670643,154.726227,122.766136,36.623165,-0.417742,-0.596393,0.661936,0.177897,123.019493,111.69162,35.844456,0,0,0,1,0,0,0
0.325,0.739802,0.182878,0.613821,-0.206088,-120.048965,152.095245,-61.675091,-0.742791,-0.131044,-0.221294,0.618157,-120.660446,119.409958,-54.256863,-0.77044,-0.211002,-0.191488,0.570292,-120.107651,97.198235,-48.408737,0.227784,0.364547,0.604888,0.670321,154.717972,122.776291,36.62252,-0.417614,-0.596372,0.662031,0.177914,123.014534,111.685501,35.842773,0,0,0,1,0,0,0
0.333,0.739779,0.18314,0.613733,-0.206201,-120.041397,152.097321,-61.66457,-0.742912,-0.130705,-0.221494,0.618012,-120.64843,119.411217,-54.244644,-0.770204,-0.209138,-0.192134,0.57108,-120.109474,97.196655,-48.405449,0.228178,0.364576,0.604789,0.670261,154.709457,122.766243,36.614563,-0.417573,-0.59642,0.662057,0.177753,123.007919,111.680046,35.840675,0,0,0,1,0,0,0
0.341,0.739914,0.183203,0.613582,-0.206111,-120.033737,152.098114,-61.656906,-0.743197,-0.130507,-0.221299,0.617781,-120.642563,119.411728,-54.232399,-0.770431,-0.20986,-0.192044,0.570538,-120.092949,97.200958,-48.388584,0.228458,0.364545,0.604886,0.670094,154.702713,122.764114,36.610527,-0.417485,-0.596429,0.662111,0.177727,123.002472,111.676727,35.840649,0,0,0,1,0,0,0
0.35,0.740248,0.18294,0.613412,-0.205649,-120.032143,152.096939,-61.652901,-0.743325,-0.130494,-0.221228,0.617655,-120.635857,119.414879,-54.217701,-0.770355,-0.209555,-0.192257,0.57068,-120.085182,97.200371,-48.3801,0.228611,0.364477,0.604985,0.66999,154.69603,122.764122,36.607456,-0.417235,-0.596452,0.662207,0.177885,122.995819,111.672226,35.84053,0,0,0,1,0,0,0
0.358,0.740629,0.183155,0.6129,-0.205609,-120.032158,152.095551,-61.64555,-0.743067,-0.130295,-0.22107,0.618064,-120.628998,119.419014,-54.202049,-0.770216,-0.209314,-0.192375,0.570918,-120.081017,97.200958,-48.37109,0.228667,0.364352,0.605133,0.669905,154.689133,122.762512,36.603443,-0.416618,-0.596499,0.662446,0.178281,122.987877,111.665367,35.843273,0,0,0,1,0,0,0
0.366,0.741415,0.18332,0.612025,-0.205239,-120.038696,152.088669,-61.649586,-0.743058,-0.130099,-0.221041,0.618126,-120.621872,119.422356,-54.188038,-0.770047,-0.208999,-0.192418,0.571246,-120.075523,97.200798,-48.36079,0.228244,0.363995,0.605199,0.670184,154.683182,122.760513,36.599644,-0.41631,-0.596456,0.662588,0.178616,122.980736,111.661896,35.843803,0,0,0,1,0,0,0
0.375,0.741675,0.183105,0.611911,-0.204831,-120.033478,152.089035,-61.642231,-0.743063,-0.129981,-0.220705,0.618265,-120.615089,119.423904,-54.167301,-0.769985,-0.209087,-0.192387,0.571308,-120.069359,97.205994,-48.346329,0.228073,0.36381,0.605301,0.67025,154.674591,122.758797,36.596088,-0.415987,-0.596501,0.66271,0.178765,122.973396,111.656639,35.844547,0,0,0,1,0,0,0
0.383,0.741767,0.183227,0.611756,-0.204854,-120.028282,152.091629,-61.631298,-0.743353,-0.130198,-0.220463,0.617957,-120.602158,119.426521,-54.149811,-0.770526,-0.208126,-0.192472,0.570901,-120.057205,97.208939,-48.3321,0.227889,0.363718,0.605404,0.67027,154.665405,122.757935,36.59301,-0.415699,-0.596484,0.66284,0.17901,122.966156,111.652992,35.845367,0,0,0,1,0,0,0
0.391,0.741827,0.183204,0.611696,-0.204834,-120.018539,152.094849,-61.619823,-0.743463,-0.129594,-0.219993,0.61812,-120.596123,119.433083,-54.130791,-0.770563,-0.208032,-0.1925,0.570876,-120.048103,97.213783,-48.31715,0.227694,0.363607,0.605448,0.670357,154.657715,122.756287,36.590969,-0.415475,-0.596458,0.66297,0.179138,122.96022,111.649879,35.846092,0,0,0,1,0,0,0
0.4,0.741835,0.182987,0.611834,-0.204585,-120.007538,152.09967,-61.606728,-0.743627,-0.12878,-0.219684,0.618202,-120.590034,119.439949,-54.110573,-0.770556,-0.2078,-0.192425,0.570995,-120.039047,97.21859,-48.301212,0.227404,0.363797,0.605595,0.670219,154.645111,122.756065,36.586044,-0.415348,-0.596808,0.662759,0.179043,122.952393,111.642609,35.849926,0,0,0,1,0,0,0
0.408,0.741849,0.182728,0.61185,-0.20472,-119.99559,152.105743,-61.595093,-0.743847,-0.128456,-0.219461,0.618084,-120.584091,119.445015,-54.093021,-0.770685,-0.207835,-0.192151,0.5709,-120.031403,97.224495,-48.283791,0.227279,0.363953,0.605623,0.670151,154.63736,122.754059,36.58292,-0.415185,-0.596763,0.662855,0.179217,122.945763,111.637833,35.850437,0,0,0,1,0,0,0
0.416,0.741807,0.182685,0.611948,-0.204616,-119.987198,152.110031,-61.581951,-0.743909,-0.128187,-0.219354,0.618104,-120.577789,119.449219,-54.076332,-0.77083,-0.207579,-0.192225,0.570772,-120.020523,97.228683,-48.264503,0.227243,0.364059,0.605579,0.670146,154.629349,122.751556,36.58152,-0.415225,-0.596819,0.662784,0.179202,122.938965,111.63385,35.851593,0,0,0,1,0,0,0
0.425,0.74202,0.182637,0.611726,-0.204552,-119.978951,152.11232,-61.56813,-0.743867,-0.128182,-0.219416,0.618133,-120.568642,119.453362,-54.06089,-0.771027,-0.207453,-0.19187,0.570671,-120.013832,97.234253,-48.246975,0.227308,0.364204,0.605486,0.670129,154.625122,122.745987,36.581245,-0.415226,-0.596854,0.662737,0.179258,122.931419,111.628891,35.852287,0,0,0,1,0,0,0
0.433,0.741705,0.182724,0.612039,-0.20468,-119.969749,152.116852,-61.549896,-0.743854,-0.127995,-0.219239,0.61825,-120.560959,119.455124,-54.048252,-0.771116,-0.207681,-0.191309,0.570657,-120.006027,97.238831,-48.228569,0.227407,0.364344,0.605324,0.670166,154.61824,122.742592,36.582073,-0.415149,-0.596812,0.662806,0.179319,122.924629,111.624504,35.852467,0,0,0,1,0,0,0
0.441,0.742039,0.182444,0.611718,-0.20468,-119.945862,152.126816,-61.512608,-0.743578,-0.127731,-0.219236,0.618637,-120.55204,119.460594,-54.033161,-0.771232,-0.207394,-0.191074,0.570684,-120.001244,97.238579,-48.21571,0.227563,0.36393,0.605227,0.670425,154.619095,122.72934,36.586815,-0.415301,-0.596923,0.662669,0.179103,122.916122,111.620125,35.852535,0,0,0,1,0,0,0
0.45,0.740572,0.182282,0.612894,-0.206609,-119.924271,152.151962,-61.459095,-0.743569,-0.127712,-0.219211,0.618661,-120.544502,119.462944,-54.018654,-0.771242,-0.207233,-0.190728,0.570844,-119.993698,97.234711,-48.201591,0.227499,0.363921,0.605131,0.670539,154.611694,122.72258,36.589466,-0.41536,-0.597035,0.662594,0.178872,122.906708,111.615036,35.851936,0,0,0,1,0,0,0
0.458,0.740558,0.182291,0.612838,-0.206819,-119.910873,152.15625,-61.442356,-0.743521,-0.127581,-0.218964,0.618833,-120.535645,119.466377,-54.002453,-0.771381,-0.207305,-0.190474,0.570716,-119.986855,97.238144,-48.187599,0.22735,0.363991,0.605056,0.670619,154.602737,122.718575,36.592506,-0.415347,-0.597082,0.66259,0.178758,122.896973,111.610207,35.850872,0,0,0,1,0,0,0
0.466,0.740608,0.182376,0.612823,-0.206605,-119.907852,152.158676,-61.434811,-0.743622,-0.127533,-0.218836,0.618767,-120.529152,119.468903,-53.990768,-0.771439,-0.207484,-0.190181,0.570669,-119.976761,97.240761,-48.173672,0.227104,0.364004,0.60501,0.670737,154.593674,122.71376,36.595936,-0.415373,-0.597228,0.662513,0.178496,122.887054,111.604057,35.849007,0,0,0,1,0,0,0
0.475,0.740918,0.182338,0.612494,-0.206505,-119.902969,152.158432,-61.423767,-0.743466,-0.127795,-0.219028,0.618832,-120.518997,119.472504,-53.972946,-0.771407,-0.20744,-0.189991,0.570792,-119.967201,97.242065,-48.159584,0.227258,0.36385,0.604753,0.671,154.577637,122.707329,36.599495,-0.415406,-0.597359,0.662196,0.179155,122.870956,111.596107,35.842945,0,0,0,1,0,0,0
0.483,0.741052,0.182344,0.612321,-0.20653,-119.897858,152.159576,-61.415012,-0.743389,-0.127757,-0.219017,0.618937,-120.512482,119.474121,-53.958893,-0.771337,-0.207259,-0.189906,0.57098,-119.959068,97.240952,-48.149483,0.226364,0.364081,0.604868,0.671073,154.560791,122.706604,36.601196,-0.415439,-0.597453,0.662112,0.179075,122.860764,111.590508,35.840664,0,0,0,1,0,0,0
0.491,0.741134,0.182355,0.612274,-0.206368,-119.892822,152.160431,-61.406631,-0.743386,-0.127659,-0.218891,0.619005,-120.50531,119.475578,-53.947365,-0.771514,-0.20766,-0.190153,0.570513,-119.954613,97.245049,-48.133549,0.226179,0.363695,0.604964,0.671259,154.550583,122.699776,36.611687,-0.415446,-0.597454,0.662139,0.178955,122.851967,111.58551,35.838589,0,0,0,1,0,0,0
0.5,0.741158,0.18236,0.612297,-0.206209,-119.889656,152.161865,-61.39769,-0.743312,-0.127374,-0.218898,0.619151,-120.494759,119.479347,-53.929405,-0.771615,-0.207741,-0.190172,0.570341,-119.947769,97.247635,-48.11853,0.22509,0.364467,0.6054,0.670813,154.521866,122.703682,36.608212,-0.415381,-0.597452,0.662166,0.179015,122.841705,111.579453,35.836693,0,0,0,1,0,0,0
0.508,0.741113,0.182335,0.612393,-0.206108,-119.886253,152.164124,-61.389587,-0.743492,-0.127438,-0.218869,0.618931,-120.485565,119.480408,-53.917358,-0.771614,-0.207673,-0.190157,0.570373,-119.941711,97.247246,-48.106499,0.225114,0.363602,0.605658,0.671041,154.514465,122.700523,36.628265,-0.415439,-0.597475,0.662183,0.178737,122.833481,111.573982,35.834969,0,0,0,1,0,0,0
0.516,0.74112,0.182269,0.612514,-0.20578,-119.874397,152.162827,-61.374657,-0.743437,-0.12735,-0.218863,0.619017,-120.478775,119.480721,-53.906979,-0.771409,-0.207326,-0.190159,0.570774,-119.933029,97.255188,-48.08783,0.224988,0.363395,0.605777,0.671088,154.501541,122.697617,36.63929,-0.415683,-0.597648,0.66198,0.178343,122.822365,111.566833,35.831085,0,0,0,1,0,0,0
0.525,0.741383,0.182296,0.612108,-0.206017,-119.875778,152.1642,-61.369823,-0.743329,-0.127386,-0.218786,0.619166,-120.469246,119.482674,-53.891216,-0.771035,-0.207256,-0.189911,0.571387,-119.928024,97.260162,-48.068661,0.224783,0.363391,0.60585,0.671092,154.487106,122.697769,36.650513,-0.415752,-0.597669,0.661981,0.17811,122.809616,111.559311,35.827301,0,0,0,1,0,0,0
0.533,0.741482,0.181938,0.61225,-0.205554,-119.867409,152.162872,-61.357189,-0.743381,-0.127527,-0.218762,0.619084,-120.461121,119.485008,-53.87743,-0.771283,-0.206169,-0.189604,0.571548,-119.928909,97.253914,-48.061024,0.224483,0.36349,0.606006,0.670999,154.471527,122.700226,36.660122,-0.415914,-0.597735,0.661941,0.177659,122.797791,111.55162,35.823883,0,0,0,1,0,0,0
0.541,0.741457,0.182032,0.612294,-0.205433,-119.866608,152.163681,-61.348553,-0.743267,-0.12749,-0.21865,0.619268,-120.452812,119.486343,-53.86504,-0.771366,-0.205992,-0.1893,0.5716,-119.928215,97.253456,-48.047665,0.224112,0.363661,0.606106,0.670939,154.453857,122.704636,36.669178,-0.415969,-0.597694,0.661993,0.177473,122.784912,111.543831,35.821323,0,0,0,1,0,0,0
