Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0.083,0.733727,0.178035,0.635957,-0.159708,-117.007149,152.657303,-63.216602,-0.730276,-0.126034,-0.261692,0.618328,-119.2407,120.083382,-54.927784,-0.782072,-0.191006,-0.205037,0.556633,-119.43544,97.758972,-49.069519,0.527085,0.382489,0.754417,-0.082089,-123.81588,151.413589,76.331589,-0.230677,0.785937,-0.509366,-0.26389,-131.957336,118.778267,72.453415,-0.374987,0.721956,-0.518637,-0.263021,-129.685516,94.136642,65.556732
0.091,0.73353,0.178185,0.636106,-0.159856,-117.012154,152.651871,-63.22229,-0.730104,-0.125791,-0.262053,0.618427,-119.24839,120.07679,-54.940025,-0.782035,-0.191449,-0.20532,0.556428,-119.430984,97.74733,-49.077858,0.527147,0.382705,0.75427,-0.082039,-123.812782,151.438873,76.358955,-0.229687,0.787352,-0.508154,-0.262869,-131.952652,118.815323,72.455063,-0.374068,0.722799,-0.518329,-0.26262,-129.660583,94.183289,65.510056
0.1,0.733529,0.178023,0.636136,-0.159921,-117.014267,152.645554,-63.229931,-0.729866,-0.12592,-0.262367,0.618549,-119.252243,120.068298,-54.949768,-0.782039,-0.192167,-0.205268,0.556195,-119.433357,97.740135,-49.093441,0.527502,0.383399,0.753641,-0.082288,-123.813919,151.46875,76.399178,-0.229285,0.788389,-0.507185,-0.261984,-131.944885,118.851257,72.46479,-0.373737,0.723127,-0.518277,-0.262293,-129.634277,94.235382,65.462807
0.108,0.732874,0.179236,0.636665,-0.159463,-117.035187,152.630692,-63.259514,-0.729654,-0.12615,-0.26262,0.618645,-119.253944,120.062683,-54.956417,-0.782638,-0.193583,-0.204025,0.555318,-119.47287,97.744904,-49.137299,0.527385,0.384037,0.753344,-0.082787,-123.819817,151.49733,76.442268,-0.229566,0.788667,-0.50672,-0.261801,-131.94101,118.879021,72.475044,-0.373072,0.724792,-0.517564,-0.260042,-129.611526,94.323067,65.441124
0.116,0.733027,0.179639,0.636401,-0.159357,-117.038666,152.62645,-63.270153,-0.729529,-0.126546,-0.262744,0.61866,-119.256004,120.055222,-54.964691,-0.782573,-0.194289,-0.203442,0.555377,-119.491867,97.734795,-49.161423,0.526841,0.384288,0.753599,-0.082767,-123.811111,151.523178,76.482147,-0.230179,0.788613,-0.506477,-0.261893,-131.93956,118.902077,72.491814,-0.373678,0.725332,-0.516547,-0.259688,-129.586716,94.357285,65.408974
0.125,0.732907,0.180318,0.636186,-0.159998,-117.03215,152.618927,-63.270504,-0.729347,-0.126798,-0.262752,0.618819,-119.256828,120.047501,-54.974564,-0.782099,-0.194664,-0.203632,0.555843,-119.49276,97.723801,-49.172951,0.526491,0.383309,0.754392,-0.082299,-123.803802,151.543701,76.518478,-0.232061,0.787499,-0.507138,-0.262306,-131.937347,118.92395,72.520653,-0.373377,0.728716,-0.511167,-0.261287,-129.578476,94.423912,65.321175
0.133,0.732806,0.180378,0.636222,-0.160249,-117.03228,152.614548,-63.274723,-0.728767,-0.127476,-0.263128,0.619203,-119.25602,120.039795,-54.985706,-0.781492,-0.195053,-0.204449,0.55626,-119.487091,97.711685,-49.180626,0.527063,0.382403,0.754474,-0.082109,-123.806015,151.557678,76.555008,-0.232154,0.787816,-0.506573,-0.262363,-131.939621,118.94075,72.546638,-0.374738,0.72799,-0.511241,-0.26122,-129.553696,94.454559,65.302208
0.141,0.732731,0.180419,0.636296,-0.160255,-117.033066,152.612259,-63.277988,-0.728542,-0.127795,-0.26336,0.619303,-119.26001,120.035042,-54.995312,-0.781088,-0.195035,-0.205157,0.556574,-119.482742,97.699234,-49.185287,0.527911,0.381936,0.754026,-0.082941,-123.809647,151.567047,76.581406,-0.233795,0.786967,-0.506982,-0.262663,-131.940964,118.952774,72.577965,-0.376009,0.727694,-0.510671,-0.261331,-129.539246,94.488594,65.285034
0.15,0.732623,0.180381,0.636444,-0.160203,-117.036865,152.609695,-63.282383,-0.728218,-0.127634,-0.263792,0.619533,-119.26503,120.03244,-55.004669,-0.780743,-0.195268,-0.20566,0.55679,-119.485001,97.687836,-49.197094,0.528901,0.381764,0.753287,-0.084131,-123.818138,151.574814,76.61525,-0.234669,0.786756,-0.50683,-0.262807,-131.943222,118.965378,72.605797,-0.372262,0.730528,-0.510445,-0.259221,-129.530365,94.480797,65.289078
0.158,0.732528,0.180441,0.636531,-0.160225,-117.037811,152.608566,-63.28751,-0.72791,-0.128164,-0.2641,0.619655,-119.267807,120.02742,-55.017006,-0.780617,-0.195411,-0.205938,0.556814,-119.489197,97.682281,-49.21133,0.529304,0.381846,0.752881,-0.08486,-123.823738,151.578766,76.641975,-0.233972,0.787621,-0.505998,-0.262443,-131.94548,118.973145,72.631577,-0.3719,0.731869,-0.509332,-0.258146,-129.527817,94.492905,65.286568
0.166,0.732433,0.180413,0.636674,-0.160123,-117.041588,152.608841,-63.292683,-0.727628,-0.128273,-0.264285,0.619885,-119.269539,120.02739,-55.026043,-0.780452,-0.195331,-0.206305,0.556938,-119.490387,97.676208,-49.221409,0.52954,0.382202,0.752431,-0.085772,-123.827454,151.577515,76.671158,-0.23365,0.78825,-0.505311,-0.262165,-131.947952,118.975494,72.657143,-0.372343,0.732651,-0.508163,-0.257593,-129.524918,94.510742,65.278519
0.175,0.732421,0.179947,0.636945,-0.159625,-117.050186,152.611572,-63.302849,-0.727631,-0.128535,-0.264177,0.619873,-119.271469,120.026443,-55.035503,-0.780409,-0.19584,-0.206192,0.556861,-119.503227,97.680992,-49.245621,0.529654,0.382043,0.752369,-0.086319,-123.830582,151.570694,76.702385,-0.233274,0.788929,-0.504373,-0.262264,-131.953186,118.970383,72.689629,-0.372643,0.732898,-0.507807,-0.257158,-129.518478,94.514778,65.282959
0.183,0.732162,0.179992,0.637258,-0.159509,-117.054352,152.612564,-63.308155,-0.727551,-0.128749,-0.264246,0.619892,-119.277016,120.024445,-55.047165,-0.78045,-0.19614,-0.206314,0.556652,-119.514938,97.684631,-49.262203,0.529778,0.381354,0.752601,-0.086579,-123.831726,151.556641,76.734749,-0.234768,0.788085,-0.50474,-0.262763,-131.960632,118.954048,72.727592,-0.372979,0.733079,-0.507325,-0.257106,-129.514557,94.511131,65.291359
0.191,0.731008,0.179714,0.638586,-0.159808,-117.061249,152.622177,-63.305187,-0.727089,-0.128477,-0.264742,0.62028,-119.283798,120.025162,-55.059521,-0.780282,-0.196242,-0.206629,0.556735,-119.518623,97.682785,-49.271709,0.529869,0.380922,0.752727,-0.086832,-123.835289,151.539108,76.764893,-0.235473,0.787857,-0.504668,-0.262953,-131.964737,118.933167,72.7603,-0.37478,0.731766,-0.507874,-0.257141,-129.507645,94.495041,65.310928
0.2,0.731581,0.179878,0.637993,-0.159367,-117.060577,152.614365,-63.320957,-0.726829,-0.128546,-0.265004,0.620459,-119.291794,120.025848,-55.069248,-0.780184,-0.196342,-0.207012,0.556694,-119.522331,97.681198,-49.281673,0.529913,0.380773,0.752759,-0.086942,-123.840736,151.51358,76.800034,-0.235046,0.788289,-0.504258,-0.262826,-131.967834,118.905975,72.793671,-0.375057,0.731923,-0.507378,-0.257271,-129.504639,94.47641,65.328377
0.208,0.731726,0.179981,0.637827,-0.159248,-117.059265,152.610764,-63.331306,-0.72668,-0.128767,-0.2653,0.62046,-119.300751,120.027115,-55.080807,-0.780035,-0.196478,-0.207433,0.556699,-119.534477,97.681961,-49.297756,0.53015,0.381047,0.752405,-0.087356,-123.85186,151.488327,76.835617,-0.235137,0.788146,-0.50424,-0.263207,-131.971817,118.87455,72.827263,-0.375195,0.73237,-0.506305,-0.257912,-129.500336,94.452217,65.352226
0.216,0.732491,0.179348,0.637228,-0.158847,-117.046402,152.602295,-63.350815,-0.727258,-0.130779,-0.263961,0.619934,-119.29879,120.039238,-55.083443,-0.780079,-0.196886,-0.207459,0.556483,-119.550491,97.687325,-49.316944,0.53038,0.381091,0.752164,-0.087839,-123.86496,151.45929,76.870468,-0.237136,0.787052,-0.504886,-0.263449,-131.967499,118.842255,72.862953,-0.375257,0.732295,-0.506228,-0.258186,-129.50238,94.419708,65.376373
0.225,0.732419,0.179405,0.63734,-0.158663,-117.045319,152.600967,-63.363117,-0.727335,-0.131451,-0.264036,0.619669,-119.302055,120.045197,-55.090576,-0.780197,-0.197394,-0.207589,0.556089,-119.56929,97.691055,-49.33836,0.530671,0.381009,0.751929,-0.08845,-123.876381,151.425583,76.907562,-0.238572,0.786385,-0.504821,-0.26427,-131.966537,118.790413,72.903214,-0.375566,0.73259,-0.505303,-0.258711,-129.514572,94.385803,65.398033
0.233,0.728485,0.180185,0.641442,-0.159358,-117.090477,152.613007,-63.364487,-0.727178,-0.131546,-0.264509,0.619632,-119.30938,120.046043,-55.101418,-0.779895,-0.197293,-0.208139,0.556343,-119.562851,97.689346,-49.335251,0.530882,0.380677,0.751884,-0.088988,-123.885712,151.3918,76.943459,-0.238466,0.786804,-0.504037,-0.264614,-131.966919,118.756744,72.929359,-0.382138,0.728016,-0.506025,-0.26058,-129.524368,94.373192,65.418335
0.241,0.727689,0.180401,0.642288,-0.159346,-117.098114,152.613327,-63.370186,-0.72692,-0.131455,-0.264961,0.61976,-119.313721,120.049263,-55.109936,-0.779879,-0.197483,-0.208472,0.556174,-119.573128,97.691406,-49.344913,0.530875,0.380694,0.751802,-0.089653,-123.891891,151.350815,76.990181,-0.238167,0.78681,-0.503841,-0.265238,-131.969162,118.712723,72.965469,-0.38424,0.723052,-0.511752,-0.260125,-129.497345,94.281296,65.50444
0.25,0.727763,0.180442,0.642215,-0.15925,-117.09359,152.609177,-63.384521,-0.726891,-0.131391,-0.265258,0.619681,-119.318306,120.047592,-55.120895,-0.779932,-0.197581,-0.208772,0.555951,-119.583809,97.693886,-49.356354,0.53115,0.37995,0.75184,-0.09086,-123.901115,151.306778,77.031853,-0.237986,0.786666,-0.503784,-0.265936,-131.968399,118.658844,73.007706,-0.385975,0.721011,-0.512635,-0.26148,-129.510803,94.205475,65.567329
0.258,0.727778,0.180501,0.64223,-0.159055,-117.091003,152.60733,-63.398861,-0.726747,-0.131433,-0.265519,0.61973,-119.320885,120.045616,-55.128433,-0.779889,-0.197388,-0.209062,0.555972,-119.587624,97.693787,-49.361141,0.531714,0.37932,0.751577,-0.092352,-123.912521,151.266403,77.061363,-0.236816,0.787703,-0.502731,-0.2659,-131.964096,118.617836,73.034515,-0.387001,0.720567,-0.512273,-0.261896,-129.513794,94.149956,65.620491
0.266,0.727826,0.181553,0.641915,-0.158913,-117.085472,152.600693,-63.421345,-0.726654,-0.131869,-0.265467,0.619767,-119.319107,120.046616,-55.132759,-0.780077,-0.197254,-0.209297,0.555667,-119.59655,97.696152,-49.370705,0.532149,0.378909,0.75131,-0.093699,-123.925903,151.225525,77.086601,-0.237311,0.78752,-0.502529,-0.266384,-131.961639,118.572739,73.067848,-0.387377,0.720363,-0.511588,-0.263237,-129.531189,94.094673,65.676598
0.275,0.727815,0.181717,0.641903,-0.158823,-117.080284,152.598648,-63.435787,-0.726528,-0.131934,-0.265387,0.619936,-119.318565,120.046631,-55.140419,-0.779939,-0.196928,-0.209746,0.555807,-119.594337,97.693329,-49.370338,0.533353,0.379293,0.75003,-0.095529,-123.955025,151.17984,77.131653,-0.238116,0.787407,-0.501759,-0.267448,-131.95903,118.522278,73.11216,-0.377587,0.727701,-0.508706,-0.262866,-129.51265,94.021461,65.782967
0.283,0.727602,0.181877,0.642119,-0.158745,-117.080376,152.5961,-63.444267,-0.726425,-0.13198,-0.265643,0.619938,-119.319702,120.043182,-55.149437,-0.780098,-0.197092,-0.209858,0.555483,-119.608177,97.699661,-49.385006,0.534062,0.378502,0.749841,-0.096187,-123.979362,151.143036,77.165497,-0.238721,0.786732,-0.502,-0.268444,-131.953781,118.470123,73.147865,-0.38163,0.724678,-0.508784,-0.265217,-129.560837,93.970558,65.835098
0.291,0.727259,0.182133,0.64243,-0.158762,-117.080154,152.592606,-63.453751,-0.726264,-0.132148,-0.266038,0.61992,-119.321396,120.039459,-55.158051,-0.780095,-0.19693,-0.210241,0.5554,-119.607971,97.699005,-49.389248,0.534715,0.377912,0.749574,-0.09696,-124.002167,151.10762,77.194016,-0.240345,0.785315,-0.502751,-0.269735,-131.951309,118.418327,73.188087,-0.383835,0.722834,-0.508515,-0.267572,-129.583023,93.911469,65.902893
0.3,0.728346,0.182057,0.641415,-0.157968,-117.062141,152.587311,-63.491714,-0.726303,-0.132499,-0.266029,0.619803,-119.321205,120.03878,-55.167664,-0.780257,-0.197223,-0.210259,0.555062,-119.620041,97.704147,-49.404644,0.535157,0.378034,0.749031,-0.098231,-124.023422,151.070877,77.217812,-0.241885,0.784107,-0.503167,-0.27109,-131.950256,118.367699,73.226883,-0.384952,0.722027,-0.507659,-0.269762,-129.606781,93.852791,65.9729
0.308,0.728513,0.181859,0.641275,-0.157995,-117.052147,152.583557,-63.504314,-0.726419,-0.132956,-0.265504,0.619795,-119.315887,120.037949,-55.176521,-0.780297,-0.197206,-0.210537,0.554906,-119.620827,97.70517,-49.412243,0.535679,0.378933,0.748022,-0.099609,-124.047195,151.040894,77.234245,-0.243259,0.783106,-0.503361,-0.272394,-131.95163,118.32383,73.254242,-0.386226,0.717716,-0.512403,-0.270476,-129.588745,93.745178,66.10907
0.316,0.728265,0.182008,0.641526,-0.157949,-117.052689,152.580475,-63.513519,-0.726036,-0.132756,-0.265735,0.620187,-119.316101,120.032143,-55.188148,-0.780334,-0.197043,-0.210919,0.554767,-119.620956,97.706055,-49.417103,0.535901,0.379409,0.747383,-0.101376,-124.06353,151.012146,77.237335,-0.242876,0.782952,-0.503387,-0.273128,-131.948013,118.282387,73.288132,-0.387784,0.716443,-0.511861,-0.272639,-129.619736,93.680817,66.210594
0.325,0.727708,0.1833,0.641812,-0.15786,-117.058456,152.562469,-63.546242,-0.725265,-0.133039,-0.265585,0.621093,-119.308258,120.022858,-55.208633,-0.780574,-0.196786,-0.21121,0.55441,-119.633377,97.709473,-49.43272,0.535864,0.379883,0.747006,-0.10257,-124.082413,150.986298,77.241608,-0.243595,0.782015,-0.504085,-0.273883,-131.942337,118.236816,73.324097,-0.389446,0.714333,-0.512078,-0.275383,-129.634613,93.615326,66.307541
0.333,0.726272,0.183638,0.64328,-0.158103,-117.069649,152.56929,-63.549828,-0.724824,-0.133049,-0.265627,0.621587,-119.304428,120.016907,-55.217731,-0.780737,-0.196471,-0.21155,0.554162,-119.635666,97.709755,-49.441166,0.535833,0.380091,0.746825,-0.103281,-124.099411,150.967194,77.243149,-0.243832,0.781367,-0.504498,-0.27476,-131.93837,118.20639,73.349945,-0.382824,0.718982,-0.510407,-0.275673,-129.623596,93.548859,66.425636
0.341,0.725725,0.184175,0.643678,-0.158372,-117.069504,152.567505,-63.555157,-0.72486,-0.133462,-0.265553,0.621488,-119.301537,120.010826,-55.228798,-0.780906,-0.1962,-0.212493,0.553659,-119.633545,97.713295,-49.452328,0.536069,0.380086,0.746512,-0.104332,-124.119034,150.953644,77.238914,-0.243885,0.78093,-0.504787,-0.275425,-131.931671,118.176292,73.375488,-0.385974,0.713812,-0.514535,-0.277036,-129.619629,93.484482,66.553314
0.35,0.725507,0.184344,0.643877,-0.158368,-117.066208,152.562408,-63.563198,-0.724705,-0.134177,-0.265726,0.621442,-119.29911,120.007072,-55.237778,-0.78082,-0.195641,-0.213993,0.553401,-119.633911,97.713577,-49.463898,0.535966,0.380017,0.746574,-0.104664,-124.139008,150.938629,77.231247,-0.245143,0.779482,-0.505843,-0.276467,-131.919861,118.146362,73.403999,-0.388897,0.710529,-0.515447,-0.279681,-129.646362,93.415115,66.679451
0.358,0.723712,0.185555,0.64543,-0.158839,-117.082802,152.556747,-63.586319,-0.724448,-0.134785,-0.266264,0.621379,-119.297859,120.002136,-55.251076,-0.781859,-0.192404,-0.216791,0.551977,-119.659683,97.694824,-49.472225,0.535953,0.379694,0.746763,-0.104562,-124.154785,150.928894,77.210793,-0.245198,0.778889,-0.506435,-0.27701,-131.912537,118.128815,73.418983,-0.390264,0.708636,-0.516315,-0.280976,-129.649933,93.368057,66.784126
0.366,0.723225,0.186024,0.645834,-0.158866,-117.082069,152.552551,-63.593811,-0.724326,-0.135417,-0.266469,0.621296,-119.295395,120.000694,-55.258266,-0.781802,-0.192317,-0.218044,0.551594,-119.663094,97.682732,-49.475361,0.535695,0.379762,0.746945,-0.104333,-124.166916,150.920395,77.191765,-0.247667,0.776743,-0.507845,-0.278255,-131.909668,118.106972,73.447571,-0.388245,0.716299,-0.505798,-0.283459,-129.728607,93.377922,66.824112
0.375,0.723094,0.18598,0.646019,-0.158766,-117.07251,152.546829,-63.602592,-0.724303,-0.136007,-0.266604,0.621135,-119.291283,119.996536,-55.266785,-0.781653,-0.193188,-0.218258,0.551417,-119.666382,97.682167,-49.485573,0.534883,0.379847,0.747645,-0.103169,-124.17952,150.914963,77.176735,-0.245412,0.777159,-0.508454,-0.277979,-131.89299,118.094894,73.455559,-0.38124,0.72187,-0.502586,-0.284548,-129.765625,93.340439,66.932037
0.383,0.722994,0.186035,0.646085,-0.158885,-117.065392,152.541534,-63.610798,-0.724197,-0.136368,-0.266611,0.621178,-119.286011,119.992424,-55.272263,-0.781561,-0.194241,-0.217583,0.551443,-119.667351,97.69191,-49.495926,0.534561,0.37996,0.747796,-0.103323,-124.1894,150.916885,77.152199,-0.244776,0.776646,-0.509526,-0.278009,-131.884201,118.08213,73.468826,-0.384301,0.708593,-0.519276,-0.283833,-129.679428,93.229218,67.144989
0.391,0.722441,0.186271,0.646646,-0.158845,-117.065475,152.534576,-63.61974,-0.724067,-0.136675,-0.266747,0.621203,-119.283356,119.987534,-55.27858,-0.781497,-0.194886,-0.21679,0.551619,-119.67392,97.695274,-49.511356,0.533854,0.380322,0.748251,-0.102354,-124.201027,150.914017,77.133736,-0.243572,0.776421,-0.510469,-0.277964,-131.873367,118.069496,73.484367,-0.386697,0.704438,-0.522487,-0.285027,-129.680588,93.181381,67.252487
0.4,0.722174,0.186442,0.646879,-0.158906,-117.059555,152.527573,-63.62912,-0.723917,-0.136965,-0.267047,0.621185,-119.277573,119.982193,-55.287987,-0.781219,-0.195339,-0.216057,0.55214,-119.676315,97.695961,-49.524479,0.533522,0.380699,0.748317,-0.102196,-124.210571,150.915756,77.116051,-0.2438,0.774846,-0.512713,-0.278031,-131.862701,118.052483,73.512039,-0.387297,0.702324,-0.523755,-0.287094,-129.708496,93.138412,67.364655
0.408,0.722804,0.18539,0.64668,-0.15808,-117.030266,152.51973,-63.644348,-0.723706,-0.137087,-0.267379,0.621261,-119.275841,119.97876,-55.2939,-0.780407,-0.196394,-0.215699,0.553053,-119.677032,97.692665,-49.537888,0.533044,0.381158,0.748486,-0.101744,-124.221329,150.913498,77.10218,-0.243873,0.773594,-0.514522,-0.278109,-131.854004,118.038872,73.530128,-0.384988,0.704341,-0.521838,-0.288743,-129.7229,93.114723,67.46283
0.416,0.722672,0.185679,0.646814,-0.157799,-117.022339,152.519379,-63.654041,-0.723689,-0.137339,-0.267774,0.621054,-119.274483,119.974426,-55.302322,-0.779915,-0.197682,-0.215369,0.553418,-119.679962,97.682449,-49.544266,0.532657,0.382029,0.748301,-0.101867,-124.233078,150.917786,77.086884,-0.24381,0.772748,-0.515877,-0.278008,-131.848694,118.030502,73.546211,-0.380273,0.705663,-0.524459,-0.28701,-129.702713,93.06179,67.608612
0.425,0.722776,0.185557,0.646779,-0.157611,-117.008377,152.513702,-63.66663,-0.723503,-0.137735,-0.268066,0.621058,-119.269646,119.971611,-55.310463,-0.779409,-0.199739,-0.214425,0.553759,-119.661987,97.670906,-49.535454,0.532491,0.383075,0.747935,-0.101491,-124.250862,150.918518,77.078125,-0.243303,0.772177,-0.517021,-0.277914,-131.844864,118.021812,73.564812,-0.379923,0.704253,-0.526295,-0.287577,-129.710358,93.040695,67.706612
0.433,0.723111,0.184867,0.646702,-0.1572,-116.994545,152.510086,-63.67997,-0.723447,-0.137664,-0.268399,0.620995,-119.268654,119.968689,-55.318237,-0.778815,-0.201743,-0.213561,0.554201,-119.646645,97.665588,-49.524143,0.532381,0.383805,0.747656,-0.101363,-124.26442,150.922302,77.071587,-0.242474,0.772158,-0.517442,-0.277907,-131.844254,118.020439,73.579277,-0.379115,0.702849,-0.528153,-0.288669,-129.725128,93.007362,67.807137
0.441,0.723037,0.184705,0.646869,-0.157041,-116.986,152.506409,-63.689243,-0.723175,-0.138221,-0.268736,0.621043,-119.263397,119.96814,-55.322014,-0.778489,-0.20397,-0.212535,0.554238,-119.651947,97.656059,-49.537891,0.532259,0.38442,0.747447,-0.101216,-124.277817,150.925232,77.06472,-0.242488,0.771392,-0.518542,-0.27797,-131.84404,118.016586,73.5998,-0.379742,0.701853,-0.528447,-0.289729,-129.756577,92.980347,67.895279
0.45,0.722899,0.184717,0.647051,-0.156911,-116.975594,152.50209,-63.696671,-0.722973,-0.138358,-0.269132,0.621075,-119.260941,119.964981,-55.328674,-0.778444,-0.205706,-0.211687,0.553985,-119.655762,97.645348,-49.54665,0.53225,0.384935,0.747187,-0.101224,-124.287102,150.930527,77.054581,-0.241827,0.771846,-0.518195,-0.277935,-131.848297,118.015961,73.627487,-0.366297,0.711369,-0.525663,-0.288894,-129.742599,92.971581,68.013504
0.458,0.724962,0.186229,0.644822,-0.154773,-116.947533,152.514694,-63.754971,-0.72295,-0.138197,-0.269466,0.620993,-119.259789,119.964394,-55.336769,-0.777304,-0.206117,-0.210102,0.556031,-119.678154,97.655693,-49.552708,0.53236,0.385372,0.74688,-0.101246,-124.294022,150.933609,77.045677,-0.2399,0.772691,-0.517765,-0.278058,-131.849716,118.028198,73.644295,-0.368987,0.71032,-0.524705,-0.289791,-129.798096,92.972931,68.075157
0.466,0.721908,0.188374,0.647497,-0.155282,-116.9916,152.522202,-63.743645,-0.722987,-0.13862,-0.269749,0.620734,-119.257484,119.963753,-55.341904,-0.777254,-0.206703,-0.21036,0.555786,-119.678101,97.649612,-49.549694,0.532713,0.385809,0.746321,-0.101844,-124.301994,150.936676,77.041397,-0.239595,0.772349,-0.518258,-0.278352,-131.851303,118.028534,73.672089,-0.37312,0.703847,-0.530431,-0.289868,-129.79892,92.926544,68.195572
0.475,0.716542,0.195227,0.65142,-0.15526,-117.085793,152.558228,-63.728321,-0.722847,-0.13892,-0.270026,0.620709,-119.251839,119.96199,-55.345142,-0.777359,-0.206599,-0.211128,0.555388,-119.677185,97.650932,-49.55125,0.533094,0.386039,0.745883,-0.102191,-124.309036,150.94046,77.035583,-0.239865,0.771764,-0.518699,-0.278922,-131.857925,118.031334,73.703537,-0.374112,0.701611,-0.531971,-0.291188,-129.823608,92.920898,68.287613
