Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0.083,-0.507977,-0.328869,0.796119,0.000325,-49.632473,147.195312,-19.154785,0,0,0,1,0,0,0,0.708101,0.417456,0.332927,-0.462042,-60.829121,90.336609,-10.459123,-0.511426,0.003548,0.746667,-0.425346,-57.793175,142.01886,67.059624,0.236712,-0.574204,0.525631,0.581352,-70.577545,112.542664,85.914246,0.497086,-0.57152,0.328385,0.564299,-77.696014,86.722107,85.879013
0.091,-0.508071,-0.329128,0.795951,-0.000097,-49.635834,147.187393,-19.151171,0,0,0,1,0,0,0,0.708278,0.416342,0.332843,-0.462836,-60.851204,90.308334,-10.518974,-0.506764,0.004854,0.748446,-0.42778,-57.848042,141.947845,66.818382,0.236257,-0.570419,0.526447,0.584515,-70.449524,112.612244,85.952812,0.499608,-0.565985,0.324973,0.569602,-77.590477,86.815437,86.153648
0.1,-0.508121,-0.329642,0.795707,-0.000583,-49.642101,147.181396,-19.145466,0,0,0,1,0,0,0,0.707826,0.415315,0.333401,-0.464047,-60.865295,90.277397,-10.587491,-0.50235,0.005362,0.74979,-0.430617,-57.898678,141.87941,66.550102,0.236077,-0.566116,0.527157,0.588121,-70.301239,112.679756,85.994553,0.501299,-0.560472,0.321604,0.575449,-77.464142,86.908424,86.455467
0.108,-0.507896,-0.330304,0.795575,-0.000721,-49.651516,147.174545,-19.13744,0,0,0,1,0,0,0,0.707751,0.414959,0.333696,-0.464268,-60.887421,90.255142,-10.644765,-0.498645,0.006668,0.751421,-0.43206,-57.914513,141.821594,66.313148,0.235931,-0.562838,0.527739,0.590798,-70.168076,112.732819,86.02832,0.501889,-0.556672,0.319115,0.579991,-77.34481,86.992386,86.714165
0.116,-0.507086,-0.331801,0.795469,-0.000634,-49.670998,147.175705,-19.125736,0,0,0,1,0,0,0,0.707064,0.414156,0.334201,-0.465666,-60.903538,90.23439,-10.697498,-0.495082,0.008304,0.752857,-0.433626,-57.923065,141.756897,66.092407,0.235729,-0.559167,0.528664,0.59353,-70.032883,112.774834,86.065285,0.503275,-0.553287,0.315254,0.584125,-77.226547,87.057571,86.969879
0.125,-0.505869,-0.333594,0.795495,-0.000579,-49.699081,147.179398,-19.113291,0,0,0,1,0,0,0,0.706199,0.413994,0.334777,-0.466708,-60.929699,90.212616,-10.755598,-0.490363,0.009961,0.755143,-0.434976,-57.976456,141.646637,65.845833,0.235336,-0.556149,0.530123,0.595218,-69.874779,112.803375,86.105598,0.503582,-0.549401,0.312496,0.58899,-77.089676,87.116325,87.244682
0.133,-0.504832,-0.33501,0.795558,-0.000639,-49.722332,147.180481,-19.102524,0,0,0,1,0,0,0,0.705637,0.413677,0.335046,-0.467645,-60.956718,90.188507,-10.812676,-0.48721,0.010483,0.755595,-0.437714,-58.028557,141.539444,65.658211,0.234238,-0.554243,0.531795,0.595937,-69.724098,112.803719,86.145226,0.50283,-0.547368,0.309687,0.592996,-76.977882,87.122482,87.471016
0.141,-0.504032,-0.335918,0.795682,-0.000583,-49.735325,147.177917,-19.094067,0,0,0,1,0,0,0,0.705671,0.412746,0.3355,-0.468091,-60.971695,90.155754,-10.875993,-0.484324,0.010558,0.756127,-0.43999,-58.090599,141.430542,65.48262,0.234139,-0.551514,0.532543,0.597838,-69.588356,112.802612,86.193535,0.49926,-0.547471,0.307293,0.597149,-76.857498,87.123062,87.68203
0.15,-0.503724,-0.336122,0.795791,-0.000316,-49.741589,147.168976,-19.087305,0,0,0,1,0,0,0,0.705711,0.411871,0.335852,-0.468549,-60.979527,90.119812,-10.948694,-0.480197,0.01151,0.756603,-0.443656,-58.128975,141.276199,65.296997,0.234565,-0.547979,0.532667,0.600802,-69.460068,112.786469,86.265587,0.499365,-0.543975,0.306821,0.600489,-76.713524,87.129669,87.92704
0.158,-0.503837,-0.335842,0.795838,0.000031,-49.744656,147.158463,-19.082802,0,0,0,1,0,0,0,0.70537,0.411057,0.335869,-0.469762,-60.986549,90.094116,-11.008611,-0.475762,0.010909,0.758379,-0.445414,-58.190815,141.129959,65.155289,0.234209,-0.546055,0.532582,0.602766,-69.375885,112.754463,86.329926,0.499361,-0.542381,0.305058,0.602828,-76.623039,87.102547,88.119804
0.166,-0.504029,-0.335614,0.795813,0.000573,-49.747562,147.143494,-19.072741,0,0,0,1,0,0,0,0.7044,0.41089,0.335853,-0.471373,-60.993767,90.07164,-11.072139,-0.472448,0.011748,0.759807,-0.446484,-58.258175,140.94635,65.024719,0.234484,-0.54323,0.532401,0.605366,-69.285652,112.691284,86.410591,0.496902,-0.544396,0.301748,0.604706,-76.568695,87.017456,88.294678
0.175,-0.504175,-0.335823,0.795632,0.000859,-49.753807,147.132523,-19.056568,0,0,0,1,0,0,0,0.704175,0.409986,0.335649,-0.47264,-61.01421,90.051575,-11.14098,-0.469288,0.012017,0.760612,-0.448435,-58.329559,140.743835,64.895271,0.235868,-0.539254,0.532865,0.60797,-69.185493,112.600883,86.498566,0.504373,-0.535396,0.302905,0.605977,-76.465317,86.995819,88.498535
0.183,-0.504166,-0.336462,0.795367,0.000602,-49.763664,147.127579,-19.042862,0,0,0,1,0,0,0,0.704479,0.408887,0.335897,-0.472964,-61.026756,90.02668,-11.201966,-0.466261,0.012874,0.761814,-0.449527,-58.391083,140.552658,64.813492,0.234756,-0.537678,0.532926,0.60974,-69.117615,112.503777,86.584694,0.507587,-0.531879,0.299842,0.607911,-76.424477,86.936943,88.675674
0.191,-0.503508,-0.337142,0.795496,0.001151,-49.778461,147.120071,-19.021801,0,0,0,1,0,0,0,0.704738,0.408219,0.335941,-0.473123,-61.038422,90.000549,-11.265932,-0.463498,0.013676,0.762611,-0.451007,-58.458447,140.337677,64.731636,0.235651,-0.53505,0.533184,0.611478,-69.047943,112.387512,86.671867,0.511599,-0.526878,0.298394,0.609612,-76.405647,86.788918,88.812675
0.2,-0.502904,-0.336751,0.796041,0.002476,-49.794872,147.111313,-18.99876,0,0,0,1,0,0,0,0.704334,0.407446,0.33572,-0.474546,-61.050457,89.976082,-11.337412,-0.460345,0.015096,0.763689,-0.452366,-58.558075,140.083145,64.652374,0.234556,-0.533271,0.533101,0.613521,-68.986145,112.247177,86.777061,0.510924,-0.525423,0.297898,0.611673,-76.34977,86.64447,88.976059
0.208,-0.502625,-0.335964,0.796545,0.003593,-49.808544,147.106369,-18.977833,0,0,0,1,0,0,0,0.703855,0.406849,0.336298,-0.475359,-61.04303,89.941261,-11.406424,-0.456869,0.015057,0.76507,-0.453555,-58.629436,139.867523,64.605896,0.233215,-0.532807,0.533041,0.614487,-68.946838,112.110756,86.866096,0.509786,-0.525187,0.2976,0.612969,-76.291962,86.523666,89.129402
0.216,-0.502322,-0.33563,0.796871,0.004547,-49.821915,147.1008,-18.956528,0,0,0,1,0,0,0,0.70344,0.406373,0.33636,-0.476336,-61.049522,89.920212,-11.463197,-0.454147,0.014664,0.765875,-0.454941,-58.723747,139.656586,64.558571,0.233184,-0.531201,0.533428,0.615553,-68.90625,111.951447,86.951454,0.512364,-0.522906,0.295492,0.613789,-76.224022,86.384583,89.276054
0.225,-0.501871,-0.336506,0.796782,0.005203,-49.840618,147.092194,-18.930843,0,0,0,1,0,0,0,0.702871,0.405934,0.336419,-0.477506,-61.060696,89.901474,-11.525802,-0.451255,0.013851,0.766517,-0.456758,-58.825336,139.39653,64.497833,0.235038,-0.528043,0.53383,0.617214,-68.8554,111.770096,87.051682,0.512786,-0.521044,0.294541,0.615475,-76.169518,86.228821,89.441216
0.233,-0.502322,-0.337132,0.796237,0.004701,-49.852036,147.091553,-18.910643,0,0,0,1,0,0,0,0.702535,0.405701,0.336531,-0.47812,-61.069973,89.886826,-11.580901,-0.447417,0.013694,0.767877,-0.458254,-58.90501,139.168427,64.45713,0.235681,-0.526218,0.534387,0.618045,-68.820023,111.611191,87.13311,0.514568,-0.518845,0.294131,0.616041,-76.115868,86.063835,89.585129
0.241,-0.502905,-0.337142,0.79587,0.003478,-49.854805,147.079819,-18.890566,0,0,0,1,0,0,0,0.701927,0.405667,0.336794,-0.478855,-61.07592,89.872597,-11.638207,-0.444604,0.013481,0.768725,-0.459573,-59.010708,138.950165,64.413078,0.235883,-0.524734,0.535013,0.618688,-68.794632,111.439171,87.212685,0.514177,-0.517619,0.293023,0.617925,-76.060303,85.910118,89.724777
0.25,-0.502384,-0.336649,0.796401,0.004799,-49.865143,147.078232,-18.854263,0,0,0,1,0,0,0,0.701972,0.404399,0.337022,-0.4797,-61.071705,89.841606,-11.709158,-0.442281,0.012755,0.769148,-0.461126,-59.12431,138.688766,64.348076,0.235952,-0.522865,0.535623,0.619715,-68.770203,111.253632,87.287048,0.512727,-0.515335,0.293124,0.620983,-76.002731,85.772316,89.865532
0.258,-0.501664,-0.336366,0.796962,0.006525,-49.887558,147.081116,-18.826481,0,0,0,1,0,0,0,0.701929,0.403176,0.336807,-0.480943,-61.067032,89.816025,-11.764893,-0.43985,0.012272,0.769512,-0.462853,-59.212292,138.509705,64.296875,0.23579,-0.521865,0.536389,0.619957,-68.752228,111.10511,87.333755,0.519045,-0.510914,0.290945,0.620411,-75.912949,85.577469,89.999474
0.266,-0.501017,-0.336419,0.797335,0.007843,-49.912624,147.082336,-18.802217,0,0,0,1,0,0,0,0.701916,0.401845,0.336432,-0.482337,-61.065525,89.796486,-11.821525,-0.438143,0.012724,0.769206,-0.464963,-59.302158,138.312439,64.233154,0.23637,-0.519939,0.537123,0.620718,-68.726799,110.956779,87.378052,0.51954,-0.51001,0.290118,0.621128,-75.838966,85.422806,90.121552
0.275,-0.499997,-0.33653,0.797922,0.008423,-49.941296,147.081757,-18.777151,0,0,0,1,0,0,0,0.701286,0.401347,0.336112,-0.483888,-61.058132,89.772949,-11.880216,-0.435552,0.014767,0.769394,-0.467022,-59.384918,138.095245,64.168175,0.237031,-0.518205,0.537286,0.621775,-68.699005,110.814682,87.409836,0.520225,-0.508359,0.288396,0.622708,-75.740387,85.249519,90.251526
0.283,-0.499589,-0.336715,0.798099,0.008505,-49.949192,147.085114,-18.76152,0,0,0,1,0,0,0,0.700829,0.400988,0.336418,-0.484634,-61.061771,89.759148,-11.922038,-0.433825,0.01679,0.769398,-0.468552,-59.451462,137.919571,64.112747,0.238436,-0.515022,0.537753,0.623476,-68.663086,110.696899,87.442566,0.521115,-0.504507,0.288966,0.624828,-75.684349,85.071495,90.35894
0.291,-0.499397,-0.336827,0.798176,0.008099,-49.949547,147.087646,-18.746391,0,0,0,1,0,0,0,0.699968,0.401038,0.336762,-0.485597,-61.076885,89.749313,-11.962337,-0.433044,0.019379,0.76899,-0.469842,-59.501518,137.766724,64.052429,0.23958,-0.512777,0.538067,0.624616,-68.633232,110.59922,87.466888,0.522871,-0.501527,0.28837,0.626035,-75.601913,84.9505,90.483337
0.3,-0.499267,-0.336795,0.798273,0.007853,-49.94994,147.090088,-18.731464,0,0,0,1,0,0,0,0.699323,0.400081,0.337199,-0.487011,-61.084496,89.734375,-12.005116,-0.431748,0.02285,0.769053,-0.470775,-59.554314,137.599594,63.998093,0.240804,-0.510754,0.538632,0.625316,-68.607338,110.486427,87.498604,0.524392,-0.499627,0.289279,0.625862,-75.518494,84.854431,90.608627
0.308,-0.498854,-0.3369,0.798486,0.007938,-49.955799,147.09436,-18.720072,0,0,0,1,0,0,0,0.698915,0.399107,0.337159,-0.488421,-61.086445,89.722931,-12.040222,-0.431111,0.023345,0.768341,-0.472494,-59.603596,137.466141,63.954796,0.240411,-0.510082,0.539318,0.625424,-68.59095,110.389816,87.526535,0.525017,-0.498296,0.290428,0.625867,-75.43885,84.746811,90.712494
0.316,-0.498425,-0.337079,0.798678,0.007994,-49.961151,147.101685,-18.707794,0,0,0,1,0,0,0,0.698465,0.398286,0.337059,-0.489802,-61.082172,89.711037,-12.083879,-0.430037,0.023686,0.76846,-0.473262,-59.651733,137.341599,63.914101,0.240418,-0.509452,0.540417,0.624986,-68.570938,110.299576,87.552826,0.525596,-0.496875,0.291156,0.626172,-75.371384,84.651863,90.806419
0.325,-0.497872,-0.337325,0.798918,0.008112,-49.964993,147.107513,-18.695953,0,0,0,1,0,0,0,0.698599,0.3972,0.33655,-0.490842,-61.080772,89.702538,-12.127793,-0.428868,0.024098,0.768608,-0.47406,-59.709038,137.210999,63.873528,0.240653,-0.508242,0.542017,0.624495,-68.550232,110.195007,87.589439,0.525377,-0.496107,0.292396,0.626388,-75.301453,84.541542,90.908577
0.333,-0.497296,-0.33772,0.799109,0.00815,-49.967999,147.114182,-18.686632,0,0,0,1,0,0,0,0.698622,0.396455,0.336411,-0.491506,-61.08173,89.693344,-12.16205,-0.428168,0.023925,0.769139,-0.473841,-59.772446,137.085464,63.841621,0.240368,-0.507777,0.542841,0.624267,-68.538116,110.109734,87.622795,0.526932,-0.494003,0.294392,0.62581,-75.2239,84.434914,90.99144
0.341,-0.496694,-0.338494,0.799157,0.008021,-49.971863,147.120041,-18.678431,0,0,0,1,0,0,0,0.698424,0.396057,0.336226,-0.492234,-61.085712,89.680138,-12.187278,-0.426893,0.023977,0.770071,-0.473474,-59.833527,136.965897,63.814781,0.24088,-0.50687,0.543676,0.62408,-68.520416,110.02951,87.655281,0.526005,-0.494415,0.294702,0.626118,-75.168564,84.363731,91.063637
0.35,-0.49604,-0.339129,0.799295,0.007929,-49.974251,147.127563,-18.671814,0,0,0,1,0,0,0,0.698374,0.395791,0.336541,-0.492303,-61.089928,89.666115,-12.213582,-0.425992,0.02309,0.770831,-0.473093,-59.894138,136.854477,63.784378,0.240933,-0.506075,0.544688,0.623822,-68.507179,109.942711,87.690582,0.52542,-0.493568,0.295791,0.626763,-75.109932,84.271332,91.136612
0.358,-0.495472,-0.339836,0.79935,0.007724,-49.974216,147.131104,-18.665714,0,0,0,1,0,0,0,0.698217,0.395286,0.336695,-0.492827,-61.098228,89.657036,-12.22938,-0.425628,0.02175,0.770799,-0.473536,-59.936405,136.75563,63.743359,0.240238,-0.505735,0.545787,0.623406,-68.498245,109.866928,87.719254,0.527145,-0.491637,0.296365,0.626562,-75.052414,84.176292,91.192947
0.366,-0.494875,-0.340663,0.79937,0.007442,-49.972801,147.134598,-18.660019,0,0,0,1,0,0,0,0.698132,0.39481,0.337052,-0.493085,-61.1091,89.649757,-12.241809,-0.42527,0.02176,0.771323,-0.473004,-59.977173,136.664368,63.709503,0.241301,-0.504572,0.546605,0.623221,-68.490143,109.801605,87.739815,0.527637,-0.490548,0.297143,0.626632,-74.990997,84.102806,91.238098
0.375,-0.494306,-0.341432,0.799396,0.00721,-49.970196,147.136795,-18.651379,0,0,0,1,0,0,0,0.697687,0.394023,0.336889,-0.494454,-61.123627,89.641586,-12.246748,-0.424251,0.02158,0.77175,-0.473231,-60.014267,136.564224,63.668102,0.242637,-0.503134,0.548062,0.622584,-68.48468,109.729218,87.752754,0.525512,-0.491098,0.297262,0.62793,-74.930725,84.037621,91.284576
0.383,-0.49388,-0.341853,0.799481,0.007034,-49.970695,147.136459,-18.643372,0,0,0,1,0,0,0,0.697532,0.393649,0.336993,-0.4949,-61.130951,89.633057,-12.250935,-0.423818,0.021427,0.771624,-0.473831,-60.040493,136.477341,63.629204,0.242872,-0.502331,0.549108,0.62222,-68.479469,109.673431,87.755257,0.523752,-0.491505,0.297938,0.62876,-74.878128,83.982643,91.309769
0.391,-0.493828,-0.34151,0.799658,0.007228,-49.966877,147.141861,-18.629883,0,0,0,1,0,0,0,0.697453,0.393278,0.33689,-0.495375,-61.140472,89.631882,-12.250171,-0.42281,0.02115,0.771409,-0.475093,-60.056107,136.419189,63.604515,0.243305,-0.501387,0.549968,0.622052,-68.476257,109.625458,87.750092,0.524487,-0.489939,0.298595,0.629058,-74.828819,83.92337,91.332466
0.4,-0.493556,-0.341117,0.799991,0.007435,-49.971695,147.145065,-18.615362,0,0,0,1,0,0,0,0.697285,0.393048,0.336574,-0.496008,-61.153023,89.628471,-12.247519,-0.422917,0.021625,0.770522,-0.476413,-60.074879,136.386841,63.590508,0.243241,-0.500935,0.550607,0.621875,-68.480789,109.583191,87.733238,0.52459,-0.489182,0.299746,0.629014,-74.777512,83.873901,91.348351
0.408,-0.493317,-0.340844,0.800254,0.007565,-49.979328,147.146027,-18.60918,0,0,0,1,0,0,0,0.697273,0.392868,0.336117,-0.496478,-61.16568,89.629135,-12.238766,-0.423636,0.022301,0.769484,-0.477421,-60.091747,136.383652,63.594162,0.243438,-0.500841,0.551167,0.621379,-68.482628,109.541389,87.709579,0.523881,-0.489722,0.30088,0.628643,-74.736633,83.851585,91.355133
0.416,-0.493133,-0.340703,0.800427,0.007586,-49.986362,147.147705,-18.604671,0,0,0,1,0,0,0,0.697499,0.392428,0.336376,-0.496334,-61.168365,89.626839,-12.2259,-0.424461,0.023044,0.768633,-0.478022,-60.108601,136.398636,63.60643,0.243858,-0.500933,0.551579,0.620773,-68.486732,109.504402,87.68383,0.522557,-0.490369,0.302248,0.628585,-74.70295,83.834251,91.351913
0.425,-0.49287,-0.34061,0.800627,0.007791,-49.992725,147.147079,-18.601891,0,0,0,1,0,0,0,0.697596,0.392208,0.336454,-0.496317,-61.176064,89.627602,-12.209003,-0.42508,0.023116,0.768168,-0.478216,-60.124119,136.429718,63.630192,0.24317,-0.502218,0.552632,0.619066,-68.507347,109.464333,87.649384,0.519305,-0.491739,0.304301,0.629218,-74.66127,83.810677,91.344528
0.433,-0.49269,-0.34056,0.800758,0.007863,-49.997776,147.148163,-18.599428,0,0,0,1,0,0,0,0.697878,0.392098,0.336483,-0.495989,-61.183365,89.630745,-12.187393,-0.426041,0.022366,0.768211,-0.477327,-60.133045,136.473145,63.657223,0.244038,-0.502443,0.553172,0.618059,-68.517761,109.440231,87.619415,0.517751,-0.492271,0.305782,0.629366,-74.627861,83.793587,91.316437
0.441,-0.492719,-0.339848,0.801044,0.007755,-50.007332,147.148956,-18.593863,0,0,0,1,0,0,0,0.698668,0.391499,0.336237,-0.495517,-61.193668,89.639435,-12.1585,-0.426847,0.020652,0.768682,-0.475923,-60.137196,136.525314,63.686646,0.245445,-0.502377,0.55366,0.617118,-68.526825,109.426834,87.591019,0.517778,-0.491709,0.306417,0.629474,-74.607071,83.771973,91.260437
0.45,-0.492976,-0.338818,0.80132,0.007887,-50.019604,147.150742,-18.588099,0,0,0,1,0,0,0,0.698809,0.391942,0.335842,-0.495235,-61.199425,89.653053,-12.127536,-0.4278,0.019411,0.769971,-0.473027,-60.137726,136.605759,63.730328,0.247917,-0.502446,0.553678,0.616057,-68.540016,109.426819,87.553444,0.518011,-0.491283,0.307398,0.629135,-74.580223,83.736298,91.171059
0.458,-0.492835,-0.338114,0.801698,0.008556,-50.037563,147.152863,-18.574226,0,0,0,1,0,0,0,0.699175,0.391781,0.33553,-0.495058,-61.201572,89.662682,-12.096642,-0.42841,0.017204,0.771205,-0.470544,-60.13932,136.694473,63.774086,0.249773,-0.502961,0.553586,0.614969,-68.556335,109.443459,87.51416,0.518302,-0.492108,0.307717,0.628095,-74.544983,83.726059,91.093056
0.466,-0.492817,-0.337263,0.802057,0.009484,-50.055866,147.158569,-18.56134,0,0,0,1,0,0,0,0.699346,0.391885,0.334989,-0.4951,-61.207729,89.672195,-12.061973,-0.429559,0.016097,0.771871,-0.46844,-60.128105,136.809174,63.815647,0.252483,-0.502913,0.553684,0.613811,-68.576485,109.461418,87.477203,0.519967,-0.491391,0.30832,0.626983,-74.51664,83.735466,90.979019
0.475,-0.492704,-0.336615,0.802388,0.010383,-50.076149,147.163727,-18.54674,0,0,0,1,0,0,0,0.699768,0.391442,0.334477,-0.495201,-61.210739,89.678711,-12.01919,-0.429897,0.013337,0.772734,-0.466789,-60.119301,136.950821,63.88549,0.252639,-0.505131,0.553169,0.612389,-68.613693,109.494797,87.429535,0.519165,-0.492775,0.308657,0.626396,-74.505745,83.752151,90.840813
0.483,-0.493081,-0.336254,0.802309,0.010282,-50.081223,147.166855,-18.539356,0,0,0,1,0,0,0,0.70039,0.391159,0.334056,-0.494829,-61.21233,89.685646,-11.977407,-0.431918,0.011773,0.77276,-0.46492,-60.107189,137.08757,63.93853,0.254086,-0.506179,0.552426,0.611595,-68.64669,109.542763,87.381477,0.520113,-0.493438,0.309425,0.624706,-74.477097,83.781357,90.705048
0.491,-0.493539,-0.336102,0.802097,0.009743,-50.079391,147.167221,-18.536638,0,0,0,1,0,0,0,0.69994,0.392884,0.333807,-0.494266,-61.221294,89.702591,-11.921714,-0.433066,0.010661,0.773116,-0.463283,-60.080486,137.244385,64.001678,0.25484,-0.507594,0.551843,0.610634,-68.673965,109.602318,87.322052,0.522142,-0.493224,0.309503,0.623142,-74.476997,83.800148,90.52153
0.5,-0.49374,-0.336042,0.802003,0.009361,-50.074776,147.167572,-18.534761,0,0,0,1,0,0,0,0.699642,0.393577,0.33313,-0.494594,-61.235607,89.71888,-11.862986,-0.434533,0.009659,0.773267,-0.461677,-60.056461,137.430893,64.069801,0.256001,-0.509107,0.551245,0.609428,-68.709877,109.672478,87.254181,0.522246,-0.494612,0.310009,0.621701,-74.466545,83.834366,90.309547
0.508,-0.493583,-0.335832,0.802185,0.00955,-50.06934,147.167236,-18.534691,0,0,0,1,0,0,0,0.699915,0.393695,0.332753,-0.494368,-61.238838,89.73349,-11.817395,-0.436276,0.007695,0.773544,-0.459601,-60.028969,137.610443,64.147484,0.255214,-0.51271,0.550808,0.607129,-68.750977,109.748665,87.169601,0.52242,-0.496424,0.310303,0.619961,-74.454475,83.882401,90.113899
0.516,-0.49141,-0.336687,0.803128,0.011962,-50.089233,147.184143,-18.512573,0,0,0,1,0,0,0,0.700899,0.392836,0.331461,-0.494524,-61.243637,89.748802,-11.759673,-0.4377,0.007108,0.773624,-0.45812,-59.99741,137.807556,64.221352,0.255909,-0.514412,0.551312,0.604935,-68.781647,109.818268,87.090034,0.523383,-0.497665,0.311431,0.617585,-74.453476,83.930702,89.887337
0.525,-0.489011,-0.337456,0.804227,0.014469,-50.115509,147.200623,-18.494377,0,0,0,1,0,0,0,0.701474,0.393023,0.330143,-0.494442,-61.248196,89.782516,-11.697998,-0.439719,0.004876,0.773603,-0.456248,-59.961338,138.040848,64.308258,0.257198,-0.516746,0.551433,0.602282,-68.809189,109.913132,86.981522,0.523881,-0.501319,0.312967,0.613416,-74.448135,84.014908,89.60273
0.533,-0.4882,-0.337619,0.804639,0.015182,-50.122417,147.206207,-18.490458,0,0,0,1,0,0,0,0.702111,0.392995,0.330188,-0.493529,-61.236454,89.798965,-11.644047,-0.441551,0.003269,0.773783,-0.454184,-59.92627,138.259048,64.39389,0.25566,-0.520794,0.551444,0.599434,-68.844246,109.997269,86.879845,0.525225,-0.503443,0.31521,0.609366,-74.464569,84.077087,89.335747
0.541,-0.488038,-0.337424,0.80482,0.01513,-50.121231,147.205917,-18.491169,0,0,0,1,0,0,0,0.702925,0.392472,0.329884,-0.49299,-61.227428,89.810883,-11.585064,-0.44385,0.002422,0.774258,-0.451128,-59.894882,138.48233,64.487564,0.257377,-0.5234,0.550671,0.597135,-68.864975,110.084366,86.773605,0.527283,-0.506039,0.316041,0.604992,-74.484459,84.153305,89.061081
